,race_time,race_id,race_name,grade
0,0940,202604020801,2歳未勝利,
1,0950,202607020801,2歳未勝利,
2,1000,202601010801,3歳未勝利,
3,1010,202604020802,3歳未勝利,
4,1020,202607020802,2歳新馬,
5,1030,202601010802,2歳未勝利,
6,1040,202604020803,2歳未勝利,
7,1050,202607020803,2歳新馬,
8,1100,202601010803,3歳以上1勝クラス,
9,1110,202604020804,2歳新馬,
10,1120,202607020804,3歳未勝利,
11,1130,202601010804,3歳未勝利,
12,1140,202604020805,3歳以上1勝クラス,
13,1150,202607020805,3歳未勝利,
14,1220,202601010805,2歳新馬,
15,1250,202601010806,3歳以上1勝クラス,
16,1325,202601010807,3歳未勝利,
17,1400,202601010808,3歳以上1勝クラス,
18,1435,202601010809,小樽特別,
19,1450,202604020806,稲妻S,
20,1500,202607020806,長久手特別,
21,1510,202601010810,大通公園特別,
22,1525,202604020807,NST賞,
23,1535,202607020807,中京記念,G3
24,1545,202601010811,札幌記念,G2
25,1605,202604020808,瀬波温泉特別,
26,1615,202607020808,大垣特別,
27,1630,202601010812,阿寒湖特別,
28,1640,202604020809,3歳以上障害未勝利,
29,1655,202607020809,3歳未勝利,
30,1715,202604020810,3歳未勝利,
31,1730,202607020810,3歳以上1勝クラス,
32,1745,202604020811,3歳以上1勝クラス,
33,1800,202607020811,3歳以上1勝クラス,
34,1820,202604020812,3歳未勝利,
35,1830,202607020812,3歳未勝利,
