,race_time,race_id,race_name,grade
0,0950,202601020601,3歳未勝利,
1,0955,202609040201,2歳未勝利,
2,1005,202606040201,3歳以上障害未勝利,
3,1020,202601020602,2歳未勝利,
4,1030,202609040202,3歳未勝利,
5,1040,202606040202,2歳未勝利,
6,1050,202601020603,3歳未勝利,
7,1100,202609040203,3歳未勝利,
8,1110,202606040203,3歳未勝利,
9,1120,202601020604,3歳未勝利,
10,1130,202609040204,3歳未勝利,
11,1140,202606040204,3歳未勝利,
12,1210,202601020605,3歳未勝利,
13,1220,202609040205,2歳新馬,
14,1230,202606040205,2歳新馬,
15,1240,202601020606,3歳以上1勝クラス,
16,1250,202609040206,3歳以上1勝クラス,
17,1300,202606040206,2歳新馬,
18,1310,202601020607,3歳以上1勝クラス,
19,1320,202609040207,3歳以上1勝クラス,
20,1330,202606040207,3歳未勝利,
21,1340,202601020608,3歳以上1勝クラス,
22,1350,202609040208,武田尾特別,
23,1400,202606040208,3歳以上1勝クラス,
24,1410,202601020609,旭川特別,
25,1420,202609040209,3歳以上1勝クラス,
26,1430,202606040209,浦安特別,
27,1445,202601020610,HTB賞,
28,1455,202609040210,オークランドTRT,
29,1505,202606040210,セプテンバーS,
30,1520,202601020611,丹頂S,
31,1530,202609040211,セントウルS,G2
32,1545,202606040211,紫苑S,G2
33,1605,202601020612,3歳以上1勝クラス,
34,1615,202609040212,3歳以上2勝クラス,
35,1630,202606040212,3歳以上1勝クラス,
