,race_time,race_id,race_name,grade
0,0950,202602011201,2歳未勝利,
1,0955,202603020801,2歳未勝利,
2,1005,202610020801,3歳以上障害未勝利,
3,1020,202602011202,3歳未勝利,
4,1030,202603020802,3歳未勝利,
5,1040,202610020802,3歳未勝利,
6,1050,202602011203,3歳未勝利,
7,1100,202603020803,3歳未勝利,
8,1110,202610020803,3歳未勝利,
9,1120,202602011204,3歳未勝利,
10,1130,202603020804,3歳未勝利,
11,1140,202610020804,3歳未勝利,
12,1210,202602011205,2歳新馬,
13,1220,202603020805,2歳新馬,
14,1230,202610020805,2歳新馬,
15,1240,202602011206,3歳未勝利,
16,1250,202603020806,2歳新馬,
17,1300,202610020806,3歳未勝利,
18,1310,202602011207,3歳以上1勝クラス,
19,1320,202603020807,3歳未勝利,
20,1330,202610020807,3歳以上1勝クラス,
21,1340,202602011208,3歳以上1勝クラス,
22,1350,202603020808,3歳以上1勝クラス,
23,1400,202610020808,3歳以上1勝クラス,
24,1410,202602011209,かもめ島特別,
25,1420,202603020809,南相馬特別,
26,1435,202610020809,不知火特別,
27,1445,202602011210,駒場特別,
28,1455,202603020810,猪苗代特別,
29,1510,202610020810,宮崎S,
30,1520,202602011211,函館2歳S,G3
31,1530,202603020811,福島テレビ賞,
32,1545,202610020811,小倉記念,
33,1605,202602011212,3歳以上1勝クラス,
34,1615,202603020812,3歳以上1勝クラス,
35,1630,202610020812,筑紫特別,
