,race_time,race_id,race_name,grade
0,0950,202602010801,2歳未勝利,
1,0955,202603020401,3歳未勝利,
2,1005,202610020401,3歳以上障害未勝利,
3,1020,202602010802,3歳未勝利,
4,1030,202603020402,3歳未勝利,
5,1040,202610020402,2歳未勝利,
6,1050,202602010803,3歳未勝利,
7,1100,202603020403,3歳未勝利,
8,1110,202610020403,3歳未勝利,
9,1120,202602010804,3歳未勝利,
10,1130,202603020404,3歳未勝利,
11,1140,202610020404,3歳未勝利,
12,1210,202602010805,2歳新馬,
13,1220,202603020405,2歳新馬,
14,1230,202610020405,2歳新馬,
15,1240,202602010806,3歳未勝利,
16,1250,202603020406,2歳新馬,
17,1300,202610020406,2歳新馬,
18,1310,202602010807,3歳以上1勝クラス,
19,1320,202603020407,3歳以上1勝クラス,
20,1330,202610020407,3歳未勝利,
21,1340,202602010808,3歳以上1勝クラス,
22,1350,202603020408,3歳以上1勝クラス,
23,1400,202610020408,3歳以上1勝クラス,
24,1410,202602010809,立待岬特別,
25,1420,202603020409,郡山特別,
26,1435,202610020409,青島特別,
27,1445,202602010810,横津岳特別,
28,1455,202603020410,白河特別,
29,1510,202610020410,九州スポーツ杯,
30,1520,202602010811,大沼S,
31,1530,202603020411,ジュライS,
32,1545,202610020411,北九州記念,G3
33,1605,202602010812,3歳以上1勝クラス,
34,1615,202603020412,3歳以上1勝クラス,
35,1630,202610020412,3歳以上1勝クラス,
