,race_time,race_id,race_name,grade
0,0940,202607020101,2歳未勝利,
1,0950,202604020101,2歳未勝利,
2,1000,202601010101,3歳未勝利,
3,1010,202607020102,2歳新馬,
4,1020,202604020102,2歳新馬,
5,1030,202601010102,2歳未勝利,
6,1040,202607020103,3歳未勝利,
7,1050,202604020103,2歳新馬,
8,1100,202601010103,3歳未勝利,
9,1110,202607020104,3歳未勝利,
10,1120,202604020104,3歳未勝利,
11,1130,202601010104,3歳未勝利,
12,1140,202607020105,3歳未勝利,
13,1150,202604020105,3歳以上1勝クラス,
14,1220,202601010105,2歳新馬,
15,1250,202601010106,3歳未勝利,
16,1320,202601010107,3歳以上1勝クラス,
17,1350,202601010108,3歳以上1勝クラス,
18,1420,202601010109,3歳以上1勝クラス,
19,1450,202601010110,ライラック賞,
20,1500,202607020106,四日市特別,
21,1510,202604020106,豊栄特別,
22,1525,202601010111,TVh賞,
23,1535,202607020107,関ケ原S,
24,1545,202604020107,新潟日報賞,
25,1600,202601010112,桑園特別,
26,1610,202607020108,香嵐渓特別,
27,1620,202604020108,清津峡特別,
28,1645,202607020109,3歳以上1勝クラス,
29,1655,202604020109,3歳以上障害OP,
30,1720,202607020110,3歳以上1勝クラス,
31,1730,202604020110,3歳未勝利,
32,1750,202607020111,3歳以上1勝クラス,
33,1800,202604020111,3歳未勝利,
34,1820,202607020112,3歳未勝利,
35,1830,202604020112,3歳以上1勝クラス,
