,race_time,race_id,race_name,grade
0,0950,202601020501,2歳未勝利,
1,0955,202609040101,2歳未勝利,
2,1005,202606040101,3歳以上障害OP,
3,1020,202601020502,2歳未勝利,
4,1030,202609040102,2歳未勝利,
5,1040,202606040102,3歳未勝利,
6,1050,202601020503,3歳未勝利,
7,1100,202609040103,3歳未勝利,
8,1110,202606040103,2歳未勝利,
9,1120,202601020504,3歳未勝利,
10,1130,202609040104,3歳未勝利,
11,1140,202606040104,2歳未勝利,
12,1210,202601020505,2歳新馬,
13,1220,202609040105,2歳新馬,
14,1230,202606040105,2歳新馬,
15,1240,202601020506,3歳未勝利,
16,1250,202609040106,2歳新馬,
17,1300,202606040106,2歳新馬,
18,1310,202601020507,3歳以上1勝クラス,
19,1320,202609040107,3歳以上1勝クラス,
20,1330,202606040107,3歳未勝利,
21,1340,202601020508,3歳以上1勝クラス,
22,1350,202609040108,3歳以上1勝クラス,
23,1400,202606040108,3歳以上1勝クラス,
24,1410,202601020509,Fビレッジ特別,
25,1420,202609040109,出石特別,
26,1430,202606040109,古作特別,
27,1445,202601020510,札幌スポニチ賞,
28,1455,202609040110,西宮S,
29,1505,202606040110,白井特別,
30,1520,202601020511,札幌2歳S,G3
31,1530,202609040111,エニフS,
32,1545,202606040111,京成杯AH,G3
33,1605,202601020512,3歳以上1勝クラス,
34,1615,202609040112,3歳以上1勝クラス,
35,1630,202606040112,3歳以上1勝クラス,
