,race_time,race_id,race_name
0,0950,202403030501,3歳以上1勝クラス
1,0955,202405050501,2歳未勝利
2,1005,202408060501,2歳未勝利
3,1015,202403030502,2歳未勝利
4,1025,202405050502,2歳未勝利
5,1035,202408060502,2歳未勝利
6,1045,202403030503,2歳未勝利
7,1055,202405050503,2歳未勝利
8,1105,202408060503,2歳未勝利
9,1115,202403030504,3歳以上障害未勝利
10,1125,202405050504,2歳新馬
11,1135,202408060504,2歳未勝利
12,1205,202403030505,3歳以上障害OP
13,1215,202405050505,2歳新馬
14,1225,202408060505,2歳新馬
15,1240,202403030506,3歳以上1勝クラス
16,1250,202405050506,2歳1勝クラス
17,1300,202408060506,2歳新馬
18,1310,202403030507,2歳未勝利
19,1320,202405050507,3歳以上1勝クラス
20,1330,202408060507,3歳以上1勝クラス
21,1340,202403030508,3歳以上1勝クラス
22,1350,202405050508,3歳以上2勝クラス
23,1401,202408060508,3歳以上2勝クラス
24,1410,202403030509,高湯温泉特別
25,1431,202405050509,南武特別
26,1435,202408060509,秋明菊賞
27,1445,202403030510,西郷特別
28,1455,202405050510,晩秋S
29,1510,202408060510,近江特別
30,1520,202403030511,キビタキS
31,1530,202405050511,東スポ杯2歳S
32,1545,202408060511,アンドロメダS
33,1555,202403030512,3歳以上1勝クラス
34,1605,202405050512,3歳以上1勝クラス
35,1620,202408060512,3歳以上2勝クラス
