,race_time,race_id,race_name,grade
0,0940,202607020301,2歳未勝利,
1,0950,202604020301,2歳未勝利,
2,1000,202601010301,3歳未勝利,
3,1010,202607020302,2歳新馬,
4,1020,202604020302,2歳新馬,
5,1030,202601010302,2歳未勝利,
6,1040,202607020303,3歳未勝利,
7,1050,202604020303,2歳新馬,
8,1100,202601010303,3歳未勝利,
9,1110,202607020304,3歳未勝利,
10,1120,202604020304,3歳未勝利,
11,1130,202601010304,3歳以上1勝クラス,
12,1140,202607020305,3歳未勝利,
13,1150,202604020305,3歳未勝利,
14,1220,202601010305,2歳新馬,
15,1250,202601010306,3歳以上1勝クラス,
16,1320,202601010307,3歳未勝利,
17,1350,202601010308,3歳以上1勝クラス,
18,1420,202601010309,釧路湿原特別,
19,1450,202601010310,3歳以上1勝クラス,
20,1500,202607020306,桶狭間S,
21,1510,202604020306,月岡温泉特別,
22,1525,202601010311,STV賞,
23,1535,202607020307,豊橋S,
24,1545,202604020307,柳都S,
25,1600,202601010312,大倉山特別,
26,1610,202607020308,日進特別,
27,1620,202604020308,燕特別,
28,1645,202607020309,3歳以上障害未勝利,
29,1655,202604020309,3歳以上1勝クラス,
30,1720,202607020310,3歳以上1勝クラス,
31,1730,202604020310,3歳未勝利,
32,1750,202607020311,3歳以上1勝クラス,
33,1800,202604020311,3歳未勝利,
34,1820,202607020312,3歳以上1勝クラス,
35,1830,202604020312,3歳以上1勝クラス,
