,race_time,race_id,race_name,grade
0,0940,202604020601,2歳未勝利,
1,0950,202607020601,3歳未勝利,
2,1000,202601010601,2歳未勝利,
3,1010,202604020602,2歳新馬,
4,1020,202607020602,2歳新馬,
5,1030,202601010602,3歳未勝利,
6,1040,202604020603,3歳未勝利,
7,1050,202607020603,2歳新馬,
8,1100,202601010603,3歳以上1勝クラス,
9,1110,202604020604,3歳未勝利,
10,1120,202607020604,3歳未勝利,
11,1130,202601010604,3歳未勝利,
12,1140,202604020605,3歳以上1勝クラス,
13,1150,202607020605,3歳以上1勝クラス,
14,1220,202601010605,2歳新馬,
15,1250,202601010606,3歳未勝利,
16,1320,202601010607,3歳未勝利,
17,1350,202601010608,3歳以上1勝クラス,
18,1420,202601010609,3歳以上1勝クラス,
19,1450,202601010610,富良野特別,
20,1501,202604020606,佐渡S,
21,1510,202607020606,浜名湖特別,
22,1525,202601010611,UHB賞,
23,1535,202604020607,レパードS,G3
24,1545,202607020607,CBC賞,G3
25,1601,202601010612,石狩特別,
26,1610,202604020608,驀進特別,
27,1620,202607020608,揖斐川特別,
28,1645,202604020609,3歳以上2勝クラス,
29,1655,202607020609,3歳以上障害未勝利,
30,1720,202604020610,3歳以上1勝クラス,
31,1730,202607020610,3歳以上1勝クラス,
32,1750,202604020611,3歳未勝利,
33,1800,202607020611,3歳以上1勝クラス,
34,1820,202604020612,3歳未勝利,
35,1830,202607020612,3歳未勝利,
