,race_time,race_id,race_name,grade
0,0950,202602011001,3歳未勝利,
1,0955,202610020601,3歳未勝利,
2,1005,202603020601,3歳以上障害未勝利,
3,1020,202602011002,3歳未勝利,
4,1030,202610020602,3歳未勝利,
5,1040,202603020602,3歳未勝利,
6,1050,202602011003,3歳未勝利,
7,1100,202610020603,3歳未勝利,
8,1110,202603020603,3歳未勝利,
9,1120,202602011004,3歳未勝利,
10,1130,202610020604,3歳未勝利,
11,1140,202603020604,2歳新馬,
12,1210,202602011005,2歳新馬,
13,1220,202610020605,2歳新馬,
14,1230,202603020605,2歳新馬,
15,1240,202602011006,3歳未勝利,
16,1250,202610020606,2歳新馬,
17,1300,202603020606,3歳未勝利,
18,1310,202602011007,3歳以上1勝クラス,
19,1320,202610020607,3歳以上1勝クラス,
20,1330,202603020607,3歳未勝利,
21,1340,202602011008,3歳以上1勝クラス,
22,1350,202610020608,3歳以上1勝クラス,
23,1400,202603020608,3歳以上1勝クラス,
24,1410,202602011009,北海HC,
25,1420,202610020609,八女特別,
26,1435,202603020609,織姫賞,
27,1445,202602011010,噴火湾特別,
28,1455,202610020610,西部スポニチ賞,
29,1510,202603020610,天の川S,
30,1520,202602011011,巴賞,
31,1530,202610020611,阿蘇S,
32,1545,202603020611,七夕賞,G3
33,1605,202602011012,3歳以上1勝クラス,
34,1615,202610020612,3歳以上1勝クラス,
35,1630,202603020612,彦星賞,
