,race_time,race_id,race_name,grade
0,0950,202602011101,2歳未勝利,
1,0955,202610020701,3歳以上障害未勝利,
2,1005,202603020701,2歳未勝利,
3,1020,202602011102,3歳未勝利,
4,1030,202610020702,2歳未勝利,
5,1040,202603020702,2歳未勝利,
6,1050,202602011103,3歳未勝利,
7,1100,202610020703,3歳未勝利,
8,1110,202603020703,3歳未勝利,
9,1120,202602011104,3歳未勝利,
10,1130,202610020704,ソレイユJS,
11,1140,202603020704,3歳未勝利,
12,1210,202602011105,3歳未勝利,
13,1220,202610020705,2歳新馬,
14,1230,202603020705,2歳新馬,
15,1240,202602011106,3歳未勝利,
16,1250,202610020706,3歳未勝利,
17,1300,202603020706,3歳未勝利,
18,1310,202602011107,3歳以上1勝クラス,
19,1320,202610020707,3歳未勝利,
20,1330,202603020707,3歳未勝利,
21,1340,202602011108,3歳以上1勝クラス,
22,1350,202610020708,3歳以上1勝クラス,
23,1400,202603020708,3歳以上1勝クラス,
24,1410,202602011109,湯浜特別,
25,1420,202610020709,ひまわり賞,
26,1435,202603020709,開成山特別,
27,1445,202602011110,潮騒特別,
28,1455,202610020710,熊本城特別,
29,1510,202603020710,米沢特別,
30,1520,202602011111,マリーンS,
31,1530,202610020711,テレQ杯,
32,1545,202603020711,阿武隈S,
33,1605,202602011112,3歳以上1勝クラス,
34,1615,202610020712,3歳以上1勝クラス,
35,1630,202603020712,3歳以上1勝クラス,
