,race_time,race_id,race_name,grade
0,0945,202609040501,2歳未勝利,
1,1000,202606040501,2歳未勝利,
2,1015,202609040502,2歳未勝利,
3,1030,202606040502,2歳未勝利,
4,1045,202609040503,2歳未勝利,
5,1100,202606040503,2歳未勝利,
6,1120,202609040504,阪神JS,
7,1135,202606040504,2歳新馬,
8,1210,202609040505,2歳新馬,
9,1225,202606040505,2歳新馬,
10,1240,202609040506,2歳新馬,
11,1255,202606040506,2歳新馬,
12,1310,202609040507,3歳以上1勝クラス,
13,1325,202606040507,3歳以上1勝クラス,
14,1340,202609040508,野路菊S,
15,1355,202606040508,3歳以上1勝クラス,
16,1410,202609040509,3歳以上1勝クラス,
17,1425,202606040509,カンナS,
18,1450,202609040510,北摂特別,
19,1505,202606040510,九十九里特別,
20,1530,202609040511,大阪スポーツ杯,
21,1545,202606040511,ながつきS,
22,1610,202609040512,3歳以上1勝クラス,
23,1630,202606040512,3歳以上1勝クラス,
