,race_time,race_id,race_name,grade
0,0945,202609040401,2歳未勝利,
1,1020,202609040402,2歳未勝利,
2,1035,202606040402,2歳未勝利,
3,1050,202609040403,3歳未勝利,
4,1105,202606040403,2歳未勝利,
5,1120,202609040404,3歳未勝利,
6,1135,202606040404,3歳未勝利,
7,1210,202609040405,2歳新馬,
8,1225,202606040405,2歳新馬,
9,1240,202609040406,3歳未勝利,
10,1255,202606040406,3歳未勝利,
11,1310,202609040407,3歳以上1勝クラス,
12,1325,202606040407,3歳以上1勝クラス,
13,1340,202609040408,3歳以上1勝クラス,
14,1355,202606040408,3歳以上1勝クラス,
15,1410,202609040409,能勢特別,
16,1425,202606040409,習志野特別,
17,1450,202609040410,仲秋S,
18,1505,202606040410,初風S,
19,1530,202609040411,ローズS,G2
20,1545,202606040411,セントライト記念,G2
21,1610,202609040412,3歳以上2勝クラス,
22,1630,202606040412,3歳以上2勝クラス,
