,race_time,race_id,race_name,grade
0,0940,202604020701,2歳未勝利,
1,0950,202607020701,2歳未勝利,
2,1000,202601010701,3歳未勝利,
3,1010,202604020702,2歳新馬,
4,1020,202607020702,3歳未勝利,
5,1030,202601010702,2歳未勝利,
6,1040,202604020703,2歳新馬,
7,1050,202607020703,2歳新馬,
8,1100,202601010703,3歳未勝利,
9,1110,202604020704,3歳未勝利,
10,1120,202607020704,3歳未勝利,
11,1130,202601010704,3歳未勝利,
12,1140,202604020705,3歳以上1勝クラス,
13,1150,202607020705,3歳未勝利,
14,1220,202601010705,2歳新馬,
15,1250,202601010706,3歳未勝利,
16,1320,202601010707,3歳以上1勝クラス,
17,1350,202601010708,3歳以上1勝クラス,
18,1425,202601010709,コスモス賞,
19,1450,202604020706,阿賀野川特別,
20,1500,202601010710,知床特別,
21,1510,202607020706,知多特別,
22,1525,202604020707,上越S,
23,1535,202601010711,大雪HC,
24,1545,202607020707,高山S,
25,1605,202604020708,三国特別,
26,1615,202601010712,積丹特別,
27,1625,202607020708,常滑特別,
28,1640,202604020709,新潟JS,
29,1700,202607020709,3歳以上1勝クラス,
30,1715,202604020710,3歳未勝利,
31,1730,202607020710,3歳以上1勝クラス,
32,1745,202604020711,3歳未勝利,
33,1800,202607020711,3歳以上1勝クラス,
34,1820,202604020712,3歳未勝利,
35,1830,202607020712,3歳未勝利,
