,race_time,race_id,race_name
0,0950,202407030101,2歳未勝利
1,1005,202406040101,3歳以上障害未勝利
2,1025,202407030102,2歳未勝利
3,1040,202406040102,2歳未勝利
4,1055,202407030103,2歳未勝利
5,1110,202406040103,2歳未勝利
6,1125,202407030104,2歳新馬
7,1140,202406040104,2歳新馬
8,1215,202407030105,2歳新馬
9,1230,202406040105,2歳新馬
10,1245,202407030106,3歳以上1勝クラス
11,1300,202406040106,3歳以上1勝クラス
12,1315,202407030107,3歳以上1勝クラス
13,1330,202406040107,3歳以上1勝クラス
14,1350,202407030108,3歳以上1勝クラス
15,1401,202406040108,3歳以上1勝クラス
16,1425,202407030109,浜名湖特別
17,1435,202406040109,アスター賞
18,1501,202407030110,ムーンライトHC
19,1510,202406040110,汐留特別
20,1535,202407030111,エニフS
21,1545,202406040111,紫苑S
22,1610,202407030112,3歳以上2勝クラス
23,1630,202406040112,3歳以上1勝クラス
