,race_time,race_id,race_name,grade
0,0945,202610010201,3歳未勝利,
1,1005,202606010901,3歳未勝利,
2,1015,202610010202,3歳未勝利,
3,1035,202606010902,3歳未勝利,
4,1045,202610010203,4歳以上1勝クラス,
5,1055,202608010901,3歳未勝利,
6,1105,202606010903,3歳未勝利,
7,1115,202610010204,4歳以上障害未勝利,
8,1120,202608010902,3歳未勝利,
9,1135,202606010904,3歳新馬,
10,1145,202608010903,3歳未勝利,
11,1205,202610010205,3歳新馬,
12,1215,202608010904,3歳未勝利,
13,1225,202606010905,3歳新馬,
14,1235,202610010206,3歳未勝利,
15,1240,202608010905,3歳新馬,
16,1255,202606010906,4歳以上1勝クラス,
17,1305,202610010207,3歳未勝利,
18,1310,202608010906,4歳以上1勝クラス,
19,1325,202606010907,4歳以上2勝クラス,
20,1335,202608010907,4歳以上2勝クラス,
21,1335,202610010208,4歳以上1勝クラス,
22,1355,202606010908,4歳以上2勝クラス,
23,1401,202608010908,4歳以上2勝クラス,
24,1405,202610010209,八幡特別,
25,1425,202606010909,若竹賞,
26,1425,202608010909,河津桜賞,
27,1440,202610010210,響灘特別,
28,1450,202608010910,山城S,
29,1501,202606010910,江戸川S,
30,1515,202610010211,壇之浦S,
31,1530,202608010911,プロキオンS,G2
32,1545,202606010911,AJCC,G2
33,1601,202610010212,4歳以上1勝クラス,
34,1610,202608010912,4歳以上1勝クラス,
35,1625,202606010912,3歳未勝利,
