,race_time,race_id,race_name,grade
0,0950,202602010501,3歳未勝利,
1,0955,202610020101,2歳未勝利,
2,1005,202603020101,3歳以上障害未勝利,
3,1020,202602010502,3歳未勝利,
4,1030,202610020102,3歳未勝利,
5,1040,202603020102,3歳未勝利,
6,1050,202602010503,3歳未勝利,
7,1100,202610020103,3歳未勝利,
8,1115,202603020103,3歳以上1勝クラス,
9,1120,202602010504,3歳未勝利,
10,1130,202610020104,3歳未勝利,
11,1145,202603020104,3歳以上障害OP,
12,1210,202602010505,2歳新馬,
13,1220,202610020105,2歳新馬,
14,1230,202603020105,2歳新馬,
15,1240,202602010506,3歳未勝利,
16,1250,202610020106,3歳未勝利,
17,1301,202603020106,2歳新馬,
18,1310,202602010507,3歳以上1勝クラス,
19,1325,202610020107,3歳以上1勝クラス,
20,1330,202603020107,3歳未勝利,
21,1340,202602010508,3歳以上1勝クラス,
22,1350,202610020108,3歳以上1勝クラス,
23,1401,202603020108,3歳未勝利,
24,1410,202602010509,長万部特別,
25,1420,202610020109,八代特別,
26,1435,202603020109,さくらんぼ特別,
27,1445,202602010510,洞爺湖特別,
28,1455,202610020110,宗像特別,
29,1510,202603020110,いわき特別,
30,1520,202602010511,青函S,
31,1530,202610020111,薩摩S,
32,1545,202603020111,バーデンバーデンC,
33,1605,202602010512,3歳以上1勝クラス,
34,1615,202610020112,3歳以上1勝クラス,
35,1630,202603020112,3歳以上1勝クラス,
