,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,コマチチャン,牝3,55.0,松若,小椋,460(+4),栗東,2023106086,1154,キズナ,シュウギン,スウェプトオーヴァーボード,-0.9703882598116133,13,-0.8504829353664591,13,,
1,1,2,アルサック,牝3,55.0,田口,西園正,490(0),栗東,2023105125,1208,シルバーステート,スマートレイチェル,キングカメハメハ,1.4597387663235724,1,0.2943469024460107,1,,
2,2,3,オヤツノジカン,牝3,55.0,藤懸,高橋忠,428(+2),栗東,2023107477,1138,ニューイヤーズデイ,スウィートチェリー,オルフェーヴル,0.08962446594806536,9,-0.3511122506823001,9,,
3,2,4,リネアベルタ,牝3,55.0,坂井,宮地,416(+2),栗東,2023102408,1163,イスラボニータ,フサイチリニモ,ジャングルポケット,0.4646655118024943,5,-0.17443087761786996,5,,
4,3,5,グラマラス,牝3,55.0,鮫島駿,安田,468(-4),栗東,2023107185,1157,ニューイヤーズデイ,フラーテイシャスミス,Mr. Greeley,-1.001839323424104,14,-0.8652994925535049,14,,
5,3,6,チアフルドア,牝3,52.0,▲川端,前川,380(-6),栗東,2023100905,1195,グレーターロンドン,インプレスゴールド,ブライアンズタイム,0.15145368138433563,7,-0.321984583725503,7,,
6,4,7,リリーサンライズ,牝3,55.0,岩田望,矢作,454(-6),栗東,2023103592,1174,ニューイヤーズデイ,レイクキャリー,ダイワメジャー,0.21806515337670435,6,-0.29060400161710453,6,,
7,4,8,ナデシコザクラ,牝3,55.0,菱田,秋山,420(-2),栗東,2023103916,1144,ビーチパトロール,ナデシコニッポン,アドマイヤジャパン,0.6654621434193162,2,-0.07983583269432593,2,,
8,5,9,タマモビスケット,牝3,55.0,国分優,中竹,466(-2),栗東,2023102448,1125,マインドユアビスケッツ,タマモサーティーン,ジョーカプチーノ,0.6651318344148881,3,-0.07999144085797354,3,,
9,5,10,シュヴェスター,牝3,55.0,松山,高橋亮,422(-6),栗東,2023104158,1126,シニスターミニスター,ペルレストラーダ,アルデバラン,-1.5286478546670483,16,-1.1134783403647037,16,,
10,6,11,タイセイアビオン,牝3,55.0,高杉,浜田,440(0),栗東,2023105225,1213,ミッキーアイル,ディオニージア,Tejano Run,-1.1011553880020177,15,-0.9120871677985029,15,,
11,6,12,クインズボタン,牝3,55.0,鮫島良,藤野,442(0),栗東,2023104446,1099,ルヴァンスレーヴ,ハイワイヤー,Street Cry,-0.7598529118209836,12,-0.7512999931985231,12,,
12,7,13,ライトニングロッド,牝3,55.0,ハマーハン,高橋忠,464(-14),栗東,2023101143,5676,サンダースノー,ニードルクラフト,Mark of Esteem,0.1367757396227209,8,-0.3288993439440643,8,,
13,7,14,マユナイト,牝3,55.0,幸,高橋康,404(+2),栗東,2023103534,732,ミスチヴィアスアレックス,プランタンビジュー,ダイワメジャー,0.5655174839306186,4,-0.12691963822470526,4,,
14,8,15,ミスマリーゴールド,牝3,55.0,酒井,畑端,428(0),栗東,2023102179,1034,ダノンスマッシュ,タイキソレイユ,フジキセキ,-0.23580322495608072,10,-0.5044208335632491,10,,
15,8,16,エターナルビジョン,牝3,55.0,池添,高橋康,450(-8),栗東,2023101083,1032,ハービンジャー,トーホウスプライト,ディープインパクト,-0.42030435790692244,11,-0.5913390892102602,11,,
