,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アグネスクレスト,牡3,57.0,浜中,和田勇,496(-6),美浦,2023101727,1115,ビッグアーサー,ダイヤモンドアイズ,マンハッタンカフェ,1.2728421538085193,2,0.36610386975219633,2,,
1,2,2,ベルフラム,牝3,55.0,小崎,高橋一,418(0),栗東,2023106107,1152,リアルスティール,ブレイジング,パイロ,-0.585605551629173,8,-0.9549563260442391,8,,
2,3,3,アンジュプロミス,牝3,55.0,古川奈,矢作,444(-4),栗東,2023102577,1190,ドレフォン,サンビスタ,スズカマンボ,-0.037027501815714146,6,-0.5650047423780654,6,,
3,4,4,ガラベイヤ,牝3,55.0,丸山,加藤士,430(+2),美浦,2023107279,1127,アルアイン,モルジアナ,Dubawi,0.9047977621664492,4,0.10448295103501161,4,,
4,5,5,トモジャプレジール,牡3,57.0,古川吉,大根田,438(0),栗東,2023104011,1015,シルバーステート,ダームドゥラック,シンボリクリスエス,-1.066274149367849,9,-1.2966351098937436,9,,
5,6,6,シェーロドラート,牝3,55.0,菊沢,加藤士,470(0),美浦,2023106485,1161,ベンバトル,ルシェルドール,オルフェーヴル,1.562733193821491,1,0.5721702083199393,1,,
6,7,7,ネネキリマル,牡3,57.0,国分恭,河嶋,474(0),栗東,2023106184,1124,ビッグアーサー,コスモダリア,ディープインパクト,-1.404700274217369,10,-1.5372021602595982,10,,
7,7,8,フレンドモナコ,牡3,57.0,秋山稔,南田,422(-4),美浦,2023106197,1181,ビーチパトロール,フレンドパリ,アグネスデジタル,-0.5249194949854088,7,-0.9118182094120879,7,,
8,8,9,オンザマーチ,牝3,55.0,富田,今野,440(-6),栗東,2023100956,1168,フォーウィールドライブ,パレード,ディープインパクト,1.0587789610438216,3,0.21393904826213436,3,,
9,8,10,デルマリシリ,牝3,55.0,藤岡佑,田中克,458(-2),栗東,2023100997,1093,ビッグアーサー,デルマヒスイ,エイシンフラッシュ,0.8905645244834648,5,0.09436538694898185,5,,
