,式別,馬番,配当,人気
0,単勝,10,1660,7
1,複勝,10,400,7
2,複勝,8,220,3
3,複勝,6,450,8
4,枠連,4-5,2240,11
5,馬連,8-10,2920,10
6,ワイド,8-10,1040,11
7,ワイド,6-10,2890,34
8,ワイド,6-8,1800,22
9,馬単,10→8,7750,32
10,3連複,6-8-10,17910,61
11,3連単,10→8→6,110950,372
