,式別,馬番,配当,人気
0,単勝,10,480,3
1,複勝,10,160,2
2,複勝,14,150,3
3,複勝,4,220,4
4,枠連,6-8,390,1
5,馬連,10-14,990,3
6,ワイド,10-14,420,3
7,ワイド,4-10,490,5
8,ワイド,4-14,680,6
9,馬単,10→14,2220,7
10,3連複,4-10-14,2920,8
11,3連単,10→14→4,13730,31
