,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オーセンティアン,牝2,55.0,内田博,高橋文,美浦,2022106345,00422,スワーヴリチャード ,ダイワオンディーヌ ,クロフネ ,-1.4059489280478605,8
1,1,2,ヴェリーヌ,牝2,55.0,柴田大,上原博,美浦,2022106783,01009,ウインブライト ,スペキュラース ,トーセンホマレボシ ,-1.293122956303408,7
2,2,3,イザヨイ,牝2,55.0,嶋田,小笠,美浦,2022106253,01134,ノーブルミッション Noble Mission(英) ,ツクバオトメ ,ネオユニヴァース ,-1.8476116284173427,13
3,2,4,スリーセンス,牝2,55.0,北村宏,中竹,栗東,2022102980,01043,ドゥラメンテ ,スリーランディア ,ストリートセンス Street Sense(米) ,-1.7863175667143034,11
4,3,5,ブルスカメンテ,牝2,55.0,石川,黒岩,美浦,2022104844,01150,ドゥラメンテ ,スウィッチインタイム Switch In Time(愛) ,Galileo (愛) ,-2.495685972695728,16
5,3,6,オロスコピオ,牝2,54.0,☆原,青木,美浦,2022105395,01184,トーセンラー ,ダイワエトワール ,エンパイアメーカー Empire Maker(米) ,-1.6369503679183206,10
6,4,7,アッサジャン,牝2,55.0,荻野極,国枝,美浦,2022102393,01160,ブラックタイド ,ウィキウィキ ,フレンチデピュティ French Deputy(米) ,-1.2866832727093065,6
7,4,8,トーセンアシュリー,牝2,55.0,丸田,宗像,美浦,2022104552,01117,サートゥルナーリア ,キストゥリメンバー Kiss to Remember(米) ,Big Brown (米) ,-0.5572154606309848,3
8,5,9,アイアムルンルン,牝2,51.0,★小林美,奥平,美浦,2022103184,01206,マインドユアビスケッツ Mind Your Biscuits(米) ,アイアムビューティ ,ディープインパクト ,-1.9761357652673002,14
9,5,10,ラルービーズ,牝2,55.0,江田照,鹿戸,美浦,2022101768,00689,サートゥルナーリア ,ワイメアビーチ ,フジキセキ ,-1.805779761461943,12
10,6,11,ギフテッド,牝2,55.0,菅原明,武井,美浦,2022102920,01179,モーリス ,ルパンII Lupin(米) ,Medaglia d'Oro ,-1.4948174609100875,9
11,6,12,ルナルーチェット,牝2,55.0,津村,国枝,美浦,2022105233,01092,ブリックスアンドモルタル Bricks and Mortar(米) ,イルミナント Illuminant(米) ,Quality Road ,0.5049654394796688,1
12,7,13,リポサンテ,牝2,55.0,横山和,蛯名正,美浦,2022105338,01140,ブリックスアンドモルタル Bricks and Mortar(米) ,サラス ,オルフェーヴル ,-0.615023315188809,4
13,7,14,ココモナカ,牝2,55.0,大野,和田勇,美浦,2022105489,01096,ドレフォン Drefong(米) ,ブロンドヒロイン ,グラスワンダー ,-1.268389079342427,5
14,8,15,ユナホークパワー,牝2,55.0,小林凌,小西,美浦,2022105927,01177,イスラボニータ ,ラブリーアモン ,ソングオブウインド ,0.3205799292684478,2
15,8,16,キョウエイレッド,牝2,55.0,菊沢,武市,美浦,2022103352,01161,レッドファルクス ,キョウエイポズナン ,ルーラーシップ ,-2.2320404919708405,15
