,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,トモジャアルマンド,牡7,57.0,☆小沢,大根田,栗東,2017103155,01185,サウスヴィグラス ,サニーロック ,キングカメハメハ ,-0.7332573653289681,11
1,2,2,フェスティヴルディ,牡3,57.0,丹内,清水英,美浦,2021106899,01091,シニスターミニスター Sinister Minister(米) ,ホワイトショーコ ,オルフェーヴル ,-2.1470387512283997,14
2,2,3,ボタニカルガーデン,牝4,55.0,☆西塚,緒方,栗東,2020110044,01200,Mastercraftsman ,Poinsettia ,Galileo (愛) ,-0.5716862569067608,10
3,3,4,カツラノキサノキ,牡3,57.0,岩田康,庄野,栗東,2021101461,05203,リオンディーズ ,イトハユリ ,ゼンノロブロイ ,0.28269717086544904,4
4,3,5,ヨシノヤッタルデー,牡3,54.0,▲柴田裕,中竹,栗東,2021102336,01212,ファインニードル ,ナムラバイオレット ,チーフベアハート Chief Bearhart(加) ,0.0318127582744164,5
5,4,6,ピカリ,牝3,55.0,西村淳,森秀,栗東,2021110137,01171,Twirling Candy ,Laudation ,Congrats (米) ,-1.7090915518637582,12
6,4,7,ムコウジマランプ,牡4,58.0,黛弘人,森一,美浦,2020104623,01109,ナムラタイタン ,イタリアンフェッテ ,ヨハネスブルグ Johannesburg(米) ,-0.2932723868811301,8
7,5,8,フルラインナップ,セ4,58.0,Ｍデムーロ,小島,美浦,2020104797,05212,Wootton Bassett (英) ,アトラクティヴレディ Attractive Lady(英) ,Teofilo ,-3.1325097415380485,15
8,5,9,テイエムタリスマ,牡3,54.0,▲古川奈,木原,栗東,2021109043,01190,タリスマニック Talismanic(英) ,ノンストップ ,オルフェーヴル ,0.8101804533784697,3
9,6,10,ザウリ,牡5,58.0,岩田望,森田,栗東,2019101399,01174,ビッグアーサー ,ディマクコンダ ,バチアー Bachir(愛) ,1.7128893752132088,2
10,6,11,ロマンスライト,牝3,52.0,▲石田,宗像,美浦,2021102449,01203,キンシャサノキセキ ,ロマンチックキス ,ルーラーシップ ,-1.8746150474368752,13
11,7,12,パレフォーコン,牡5,56.0,△高杉,鮫島,栗東,2019100683,01213,ストロングリターン ,ブランカ ,ディープインパクト ,-0.19757383312440427,6
12,7,13,コウユーユメノヨウ,牝3,55.0,古川吉,竹内,美浦,2021101194,01015,エイシンヒカリ ,コウユーキズナ ,ティンバーカントリー Timber Country(米) ,-0.24235618957315797,7
13,8,14,ヨドノゴールド,牡6,55.0,▲橋木,西園正,栗東,2018103293,01215,サウスヴィグラス ,クイーンマルサ ,ステイゴールド ,1.9146073280320053,1
14,8,15,サクソフィーナ,牝3,55.0,Ｈドイル,田中博,美浦,2021110042,05625,Saxon Warrior (安平町) ,ザフィーナ Zaffinah(愛) ,Casamento (愛) ,-0.5310430523312238,9
