,式別,馬番,配当,人気
0,単勝,12,250,1
1,複勝,12,110,1
2,複勝,13,670,8
3,複勝,10,150,2
4,枠連,8-8,4220,14
5,馬連,12-13,4210,14
6,ワイド,12-13,1250,15
7,ワイド,10-12,240,1
8,ワイド,10-13,1840,19
9,馬単,12→13,4770,15
10,3連複,10-12-13,3320,9
11,3連単,12→13→10,15760,45
