,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,トランシルヴァニア,セ8,60.0,上野,田中剛,美浦,2017105667,01087,オルフェーヴル ,ワンダーレディアンエル Wonder Lady Anne L(米) ,Real Quiet 
1,2,2,テクネチウム,牡4,59.0,中村,木原,栗東,2021104280,01101,マクフィ  Makfi(英)  ,プリンセス  ,キングズベスト  King's Best(米)  
2,3,3,ニシノパプルブリリ,牝5,58.0,伴,矢野,美浦,2020105495,01149,ディープブリランテ ,ニシノクローバー ,アドマイヤオーラ 
3,4,4,スヴァルナ,セ10,62.0,森一,池江,栗東,2015104512,01139,ステイゴールド ,ブルーミングアレー ,シンボリクリスエス 
4,5,5,メイショウコホク,セ8,60.0,小坂,藤沢,栗東,2017106373,01063,ダイワメジャー ,アルペンローズ Alpine Rose(米) ,Kris S. 
5,5,6,マケルナマサムネ,牡7,60.0,難波,畑端,栗東,2018105814,01066,ディープブリランテ ,ナオミノユメ ,ジャングルポケット 
6,6,7,リレーションシップ,牡8,60.0,高田,斉藤崇,栗東,2017105272,01046,ルーラーシップ ,カラフルブラッサム ,ハーツクライ 
7,6,8,テイエムエメラルド,牝7,58.0,小野寺,小椋,栗東,2018102822,01123,ロードカナロア ,ヒミノダンス ,ダンスインザダーク 
8,7,9,ミトロジー,セ9,60.0,金子,尾関,美浦,2016104665,01052,ダイワメジャー ,リードストーリー Lead Story(米) ,Editor's Note 
9,7,10,ロンギングバース,セ7,57.0,▲土田,竹内,美浦,2018102216,01198,ラブリーデイ ,ロンギングシャネル ,ネオユニヴァース 
10,8,11,トーアモルペウス,セ5,60.0,石神深,辻,美浦,2020103173,01059,タリスマニック Talismanic(英) ,トーアヒミコ ,クロフネ 
11,8,12,キタノブレイド,牡6,60.0,草野,萱野,美浦,2019100510,01113,カレンブラックヒル ,シャフィガ Shafiga(米) ,Woodman 
