,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヨルヴィック,牝2,55.0,戸崎圭,稲垣,460(0),美浦,2023107242,5386,ナダル  Nadal(米)  2017 鹿毛  [血統][産駒]  Roberto系,マラムデール  2011 栗毛  [血統][産駒]  FNo.[20-a],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],0.306485974152923,7,-0.09374695764394875,7,,
1,2,2,フルミネブル,牡2,56.0,プーシャン,千葉,494(0),美浦,2023110094,5678,Bolt d'Oro  2015 鹿毛  [血統][産駒]  Sadler's Wells系,Thundering Sky  2013 黒鹿毛  [血統][産駒]  FNo.[14-d],Sky Mesa  2000 鹿毛  [血統][産駒],-0.38779857563144643,12,-0.2780220348455334,12,,
2,2,3,サノノサンダー,牡2,54.0,△長浜,中舘,470(0),美浦,2023101420,1214,カリフォルニアクローム  California Chrome(米)  2011 栗毛  [血統][産駒]  Seattle Slew系,クロフネビームス  2012 芦毛  [血統][産駒]  FNo.[4-p],クロフネ  1998 芦毛  [血統][産駒],0.09463167002211614,8,-0.14997673873488226,8,,
3,3,4,ランツェンライター,牡2,53.0,▲上里,伊坂,492(0),美浦,2023100035,1217,ベストウォーリア  2010 栗毛  [血統][産駒]  Seattle Slew系,エイシンダイヤ  2012 鹿毛  [血統][産駒]  FNo.[9-e],Galileo  (愛)  1998 鹿毛  [血統][産駒],0.31849917068052724,6,-0.0905584483817887,6,,
4,3,5,ビービーアジャイル,牡2,56.0,原,中舘,486(0),美浦,2023106494,1184,サンダースノー  Thunder Snow(愛)  2014 鹿毛  [血統][産駒]  Danzig系,ツインダイヤ  2006 栗毛  [血統][産駒]  FNo.[4-d],ゴールドアリュール  1999 栗毛  [血統][産駒],-0.9585694487992004,13,-0.4295144549923884,13,,
5,4,6,メディチパワー,牡2,56.0,木幡巧,中川,476(0),美浦,2023100419,1162,フィレンツェファイア  2015 鹿毛  [血統][産駒]  Mr. Prospector系,トレミエール  2016 鹿毛  [血統][産駒]  FNo.[9-h],ハーツクライ  2001 鹿毛  [血統][産駒],0.6455979836395079,4,-0.003740789787364515,4,,
6,4,7,クラシオン,牡2,56.0,菊沢,菊沢,466(0),美浦,2023104780,1161,モーニン  2012 栗毛  [血統][産駒]  Storm Bird系,マージェリー  2015 栗毛  [血統][産駒]  FNo.[9-e],オルフェーヴル  2008 栗毛  [血統][産駒],0.018605778844794574,9,-0.17015531965011554,9,,
7,5,8,クリュメノス,牡2,56.0,小林凌,小西,474(0),美浦,2023102107,1177,マジェスティックウォリアー  Majestic Warrior(米)  2005 鹿毛  [血統][産駒]  Seattle Slew系,オーシャンケリー  2014 鹿毛  [血統][産駒]  FNo.[4-k],シンボリクリスエス  1999 黒鹿毛  [血統][産駒],0.6514278731253768,3,-0.0021934367094099214,3,,
8,5,9,ディープスリー,牡2,56.0,荻野極,小栗,510(0),栗東,2023107529,1160,Maclean's Music  2008 鹿毛  [血統][産駒]  Mr. Prospector系,Table Jumper  2013 [血統][産駒]  FNo.[11-c],Jump Start  1999 黒鹿毛  [血統][産駒],1.6596088480064168,1,0.265395157962721,1,,
9,6,10,サンタピア,牡2,56.0,柴田大,松山,458(0),美浦,2023102804,1009,ルヴァンスレーヴ  2015 鹿毛  [血統][産駒]  Roberto系,ドリームバラード  2009 黒鹿毛  [血統][産駒]  FNo.[3-n],タニノギムレット  1999 鹿毛  [血統][産駒],1.0565680960912835,2,0.10533775621098085,2,,
10,6,11,ベルウッドピース,牡2,56.0,内田博,中舘,514(0),美浦,2023101642,422,マジェスティックウォリアー  Majestic Warrior(米)  2005 鹿毛  [血統][産駒]  Seattle Slew系,アオイシチフク  2018 黒鹿毛  [血統][産駒]  FNo.[9-e],ドゥラメンテ  2012 鹿毛  [血統][産駒],-0.09976379646609518,11,-0.2015726436212561,11,,
11,7,12,ケイジ,牡2,56.0,丹内,高柳瑞,498(0),美浦,2023100037,1091,マジェスティックウォリアー  Majestic Warrior(米)  2005 鹿毛  [血統][産駒]  Seattle Slew系,オトメチャン  2012 鹿毛  [血統][産駒]  FNo.[16-h],ヴァーミリアン  2002 黒鹿毛  [血統][産駒],0.3861954293139136,5,-0.0725906954052892,5,,
12,7,13,ミッキーサウザンド,牡2,56.0,横山和,萩原,492(0),美浦,2023107260,1140,ミッキーアイル  2011 鹿毛  [血統][産駒]  Halo系,ミッキーラズベリー  2017 栗毛  [血統][産駒]  FNo.[3-o],キングカメハメハ  2001 鹿毛  [血統][産駒],-2.5820666499929885,15,-0.8604185737423419,15,,
13,8,14,ガムチョン,牡2,56.0,原田和,和田雄,496(0),美浦,2023100414,1143,エイシンフラッシュ  2007 黒鹿毛  [血統][産駒]  Mr. Prospector系,ステッバイステップ  2004 黒鹿毛  [血統][産駒]  FNo.[5-h],カリズマティック  Charismatic(米)  1996 栗毛  [血統][産駒],-0.019589421319319858,10,-0.18029298361103496,10,,
14,8,15,フローズンブーケ,牝2,55.0,北村宏,木村,498(0),美浦,2023110012,1043,Frosted  (米)  2012 芦毛  [血統][産駒]  Seattle Slew系,Floral Hall  2019 黒鹿毛  [血統][産駒]  FNo.[2-d],Bodemeister  2009 鹿毛  [血統][産駒],-1.0898329316678077,14,-0.46435404410160014,14,,
