,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,シンエンドーツダ,牡2,56.0,菊沢,萱野,460(+4),美浦,2023103621,01161,イスラボニータ,エンドーツダ,タートルボウル Turtle Bowl(愛),-0.15824782589517605,6
1,1,2,ピエドゥラパン,牝2,55.0,荻野極,千葉,462(+2),美浦,2023103487,01160,エピファネイア,トロワゼトワル,ロードカナロア,1.164256359399589,2
2,2,3,フジテンクウ,牝2,55.0,松岡,竹内,430(+2),美浦,2023105179,01085,マインドユアビスケッツ  Mind Your Biscuits(米),ワールプール,ロードカナロア,-1.5479980066518912,16
3,2,4,ロジクリスエス,牡2,56.0,丸山,国枝,496(+8),美浦,2023104684,01127,ロジユニヴァース,ロジマジェスティ,エピファネイア,-2.0911370915433145,18
4,3,5,モンサンドール,牝2,55.0,木幡巧,牧,400(+10),美浦,2023104054,01162,イスラボニータ,メトロノーム,ロードカナロア,-0.9500280366671969,11
5,3,6,ピルスナー,牝2,55.0,柴田大,青木,428(-10),美浦,2023106458,01009,ベンバトル  Benbatl(英),ネオザミスティック,ハーツクライ,-1.703206849132595,17
6,4,7,マッキュラシオン,牡2,56.0,三浦,武市,498(+4),美浦,2023102732,01122,イスラボニータ,ジュヴィ,ハーツクライ,-1.4088100946073652,15
7,4,8,バルボアパーク,牝2,55.0,プーシャン,田中博,492(-6),美浦,2023107172,05678,サートゥルナーリア,ファイネストシティ  Finest City(米),City Zip  (米),-1.0459644624553825,12
8,5,9,ルクリーシア,牝2,52.0,▲舟山,黒岩,452(+14),美浦,2023107322,01221,ロードカナロア,リングネブラ,ハーツクライ,1.0434630691247888,3
9,5,10,ワイズファミリア,牝2,55.0,丹内,本間,478(+4),美浦,2023103550,01091,ブリックスアンドモルタル  Bricks and Mortar(米),ペイドメルヴェイユ,ローエングリン,-0.01572853818132272,5
10,6,11,スミッコディスコ,牡2,56.0,横山和,鈴木慎,454(+20),美浦,2023100169,01140,ダノンプレミアム,エレクトロワールド,Into Mischief,-0.5405668088193629,7
11,6,12,ダイユウヴェンティ,牝2,55.0,内田博,松永康,428(-4),美浦,2023105102,00422,サートゥルナーリア,クールアンフルール,サクラバクシンオー,-1.3947840524820512,14
12,7,13,サザンテイオー,牡2,56.0,戸崎圭,根本,444(0),美浦,2023102439,05386,シルバーステート,ロンス,スウェプトオーヴァーボード Swept Overboard(米),1.824049338055469,1
13,7,14,ピーエムキンチャン,牡2,53.0,▲石神道,和田郎,458(+4),美浦,2023107455,01209,タリスマニック Talismanic(英),ミスアバンセ,パイロ Pyro(米),-0.7238837398968051,10
14,7,15,シャルムグリーン,牡2,56.0,津村,相沢,478(+2),美浦,2023101459,01092,スワーヴリチャード,ファータグリーン,タニノギムレット,-0.5415359285282008,8
15,8,16,タイキプレジール,牡2,56.0,石橋脩,矢野,494(+4),美浦,2023102182,01077,ダノンプレミアム,ピアレジーナ,タイキシャトル,-1.2350879273322968,13
16,8,17,スターアライズ,牝2,55.0,原,大和田,410(+6),美浦,2023106465,01184,ベンバトル  Benbatl(英),パラノーマル,ステイゴールド,-0.5434472276558073,9
17,8,18,レッツゴーファイト,牡2,53.0,▲遠藤,伊藤伸,460(+2),美浦,2023104737,01218,ノーブルミッション  Noble Mission(英),サンデースクール,ハービンジャー  Harbinger(英),0.16681990969559177,4
