,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,トウシンマカオ,牡6,58.0,団野,高柳瑞,476(-4),美浦,2019106526,01180,ビッグアーサー,ユキノマーメイド,スペシャルウィーク,-0.6765966720209352,7
1,1,2,シャンパンカラー,牡5,58.0,坂井,田中剛,510(-6),美浦,2020103075,01163,ドゥラメンテ,メモリアルライフ,Reckless Abandon,-4.131835457976225,15
2,2,3,ウォーターリヒト,牡4,58.0,高杉,石橋,472(+10),栗東,2021100953,01213,ドレフォン Drefong(米),ウォーターピオニー,ヴィクトワールピサ,-2.564895230372647,13
3,2,4,マジックサンズ,牡3,57.0,武豊,須貝,524(+4),栗東,2022104772,00666,キズナ,コナブリュワーズ,キングカメハメハ,0.2396222957759638,3
4,3,5,アスコリピチェーノ,牝4,56.0,ルメール,黒岩,478(前計不),美浦,2021105354,05339,ダイワメジャー,アスコルティ,Danehill Dancer (愛),-2.437620661127314,12
5,3,6,ガイアフォース,牡6,58.0,横山武,杉山晴,502(+6),栗東,2019104476,01170,キタサンブラック,ナターレ,クロフネ,-1.068211862119787,8
6,4,7,チェルヴィニア,牝4,56.0,マーカンド,木村,492(-8),美浦,2021105643,05626,ハービンジャー Harbinger(英),チェッキーノ,キングカメハメハ,0.5191424937211127,2
7,4,8,カンチェンジュンガ,牡5,58.0,藤岡佑,庄野,496(+6),栗東,2020101503,01093,ビッグアーサー,クェスタボルタ,ノヴェリスト Novellist(愛),0.6053525258547049,1
8,5,9,エルトンバローズ,牡5,58.0,西村淳,杉山晴,520(+4),栗東,2020100680,01171,ディープブリランテ,ショウナンカラット,ブライアンズタイム Brian's Time(米),-0.2644312211916654,5
9,5,10,ラヴァンダ,牝4,56.0,岩田望,中村,492(+4),栗東,2021107098,01174,シルバーステート,ゴッドパイレーツ,ベーカバド Behkabad(仏),-4.153758975823696,16
10,6,11,オフトレイル,牡4,58.0,菅原明,吉村,460(-2),栗東,2021110031,01179,Farhh (英),ローズトレイル Rose Trail(米),Kingmambo (米),-1.9403380886449575,11
11,6,12,ウインマーベル,牡6,58.0,松山,深山,484(+2),美浦,2019100213,01126,アイルハヴアナザー I'll Have Another(米),コスモマーベラス,フジキセキ,-2.959112639238229,14
12,7,13,ロングラン,セ7,58.0,岩田康,和田勇,478(-12),美浦,2018104708,05203,ヴィクトワールピサ,ノッテビアンカ Notte Bianca(仏),Kendargent,-1.2607346664368146,9
13,7,14,レーベンスティール,牡5,58.0,レーン,田中博,486(+2),美浦,2020102078,05585,リアルスティール,トウカイライフ,トウカイテイオー,-4.53731661545152,17
14,7,15,ジャンタルマンタル,牡4,58.0,川田,高野,500(-6),栗東,2021107171,01088,パレスマリス,インディアマントゥアナ India Mantuana(米),Wilburn,-4.913859808797414,18
15,8,16,ドックランズ,牡5,58.0,ザーラ,海外ユースタス,504(前計不), ,2020190006,05446,Massaat  ()  2013 鹿毛  [血統][産駒]  Sadler's Wells系,Icky Woo  2004 黒鹿毛  [血統][産駒]  FNo.[1-g],Mark of Esteem  (愛)  1993 鹿毛  [血統][産駒],-1.7799944596769928,10
16,8,17,ソウルラッシュ,牡7,58.0,Ｃデムーロ,池江,514(0),栗東,2018100382,05473,ルーラーシップ,エターナルブーケ,マンハッタンカフェ,0.13811362521797702,4
17,8,18,ワイドラトゥール,牝4,56.0,北村友,藤原,430(+2),栗東,2021104434,01102,カリフォルニアクローム California Chrome(米),ワイドサファイア,アグネスタキオン,-0.354886317661234,6
