,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,グッドホース,牡2,55.0,泉谷,杉山晴,栗東,2023106649,1182,ルーラーシップ  ,マイキューティー  ,ブラックタイド  ,-2.0536851206374296,14,-0.9467709450555368,14,,
1,2,2,ガウラディスコ,牡2,55.0,松若,高柳大,栗東,2023102462,1154,クリソベリル  ,ガウラミディ  ,フリオーソ  ,-1.6185735132368528,13,-0.7962874564931484,13,,
2,3,3,ジョウショーブリエ,牝2,55.0,菱田,中尾,栗東,2023105773,1144,ヘンリーバローズ  ,ジョウショーコトミ  ,リンカーン  ,0.6993626936802964,3,0.0053715219142857545,3,,
3,3,4,サンブル,牡2,52.0,▲田山,浜田,栗東,2023105667,1220,ナダル  Nadal(米)  ,マサイマラ  Maasai Mara(亜)  ,Orpen  ,-0.5715385663293557,11,-0.4341700852773547,11,,
4,4,5,ダーリンダーリン,牝2,55.0,中井,秋山,栗東,2023100730,1141,ダノンキングリー  ,アドアード  Adored(愛)  ,Galileo  (愛)  ,-0.2000668956521347,9,-0.30569648918194325,9,,
5,4,6,シャローファースト,牡2,55.0,岩田康,安田,栗東,2023107258,5203,クリソベリル  ,ミセスワタナベ  ,Tapizar  ,-0.29589833331298426,10,-0.33883982254256595,10,,
6,5,7,メッチャエエヤン,牡2,54.0,☆高杉,宮,栗東,2023104997,1213,シャンハイボビー  Shanghai Bobby(米)  ,アルケミスト  ,ダイワメジャー  ,0.4192287078274163,5,-0.0915129066760518,5,,
7,5,8,ダンツシタン,牡2,55.0,団野,本田,栗東,2023104848,1180,パイロ  Pyro(米)  ,マリスレーン  ,ストリートセンス  Street Sense(米)  ,0.1927033647900169,6,-0.16985676900532515,6,,
8,6,9,オーバーランダー,牡2,55.0,富田,加藤公,栗東,2023104067,1168,モーニン  ,グッドプリン  ,ブラックタイド  ,0.5899656232354104,4,-0.032463489882804696,4,,
9,6,10,ケイアイアマゾン,牡2,55.0,川須,秋山,栗東,2023105762,1128,マインドユアビスケッツ  Mind Your Biscuits(米)  ,クインズヌーサ  ,ゴールドアリュール  ,-1.1236650292342842,12,-0.625123199035716,12,,
10,7,11,カレイジャスビート,牡2,55.0,北村友,高野,栗東,2023107116,1102,リアルスティール  ,ティールグリーン  ,Scat Daddy  (米)  ,1.7104179639221642,1,0.3550453104494501,1,,
11,7,12,サマーマッドネス,牡2,55.0,川田,森秀,栗東,2023110086,1088,Good Magic  ,Nefferkitty  ,Kitten's Joy  (米)  ,-0.08623763175856669,7,-0.2663286018632697,7,,
12,8,13,マルーンドライブ,牡2,55.0,田口,庄野,栗東,2023101894,1208,スワーヴリチャード  ,クイーンカピオラニ  ,オルフェーヴル  ,1.0635055598072096,2,0.13131044861231914,2,,
13,8,14,スマイルガーデン,牝2,55.0,小沢,西村,栗東,2023107077,1185,ナダル  Nadal(米)  ,スマイルシャワー  ,シンボリクリスエス  ,-0.10398480409222427,8,-0.2724664670901746,8,,
