,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ハピ,牡6,58.0,菱田,大久保,栗東,2019100630,1144,キズナ  ,クイーンパイレーツ  ,キングカメハメハ  ,-5.236628300780595,16,-2.047592861770902,16,,
1,1,2,マリオロード,牡6,57.0,岩田康,安達,栗東,2019101198,5203,キタサンブラック  ,ヤマトマリオン  ,オペラハウス  Opera House(英)  ,0.26482424852980174,3,-0.14491373830062215,3,,
2,2,3,サンマルパトロール,牡5,55.0,酒井,大橋,栗東,2020106370,1034,ビーチパトロール  Beach Patrol(米)  ,サンマルアリュール  ,ゴールドアリュール  ,-1.9638595160140606,12,-0.9157047309715123,12,,
3,2,4,テーオーパスワード,牡4,56.0,松山,高柳大,栗東,2021102236,1126,コパノリッキー  ,テーオーレイチェル  ,キングカメハメハ  ,-2.4236139494633546,15,-1.0747109488032973,15,,
4,3,5,リアレスト,牡4,55.0,吉村,尾関,美浦,2021105496,1216,リアルスティール  ,クィーンズベスト  ,ワークフォース  Workforce(英)  ,0.18835347713981876,5,-0.17136117904018233,5,,
5,3,6,プリンスミノル,牡6,56.0,富田,中舘,美浦,2019106027,1168,ベーカバド  Behkabad(仏)  ,フレアキャスケード  ,エルコンドルパサー  ,0.22400936112188133,4,-0.15902958016270902,4,,
6,4,7,タイセイドレフォン,牡6,56.0,田口,西村,栗東,2019105308,1208,ドレフォン  Drefong(米)  ,デイトユアドリーム  ,トワイニング  Twining(米)  ,1.319130270981863,2,0.2197183367174523,2,,
7,4,8,ヴァンヤール,牡7,58.0,北村友,庄野,栗東,2018101087,1102,タートルボウル  Turtle Bowl(愛)  ,ブライトエルフ  ,ブライアンズタイム  Brian's Time(米)  ,-1.3801970349467392,10,-0.7138448752468886,10,,
8,5,9,タクシンイメル,牝4,53.0,高倉,武英,栗東,2021104510,1130,サトノダイヤモンド  ,ダーリングバード  Darling Bird(米)  ,Birdstone  ,-0.5378669577970197,7,-0.42252474869871415,7,,
9,5,10,コトホドサヨウニ,牡4,56.0,川田,奥村豊,栗東,2021103306,1088,シニスターミニスター  Sinister Minister(米)  ,ティアドーロ  ,ハーツクライ  ,1.8059230006151121,1,0.38807575793094523,1,,
10,6,11,アムールドパリ,牝4,54.0,小沢,稲垣,美浦,2021105264,1185,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ラブリネスオブパリ  ,サンデーサイレンス  Sunday Silence(米)  ,-0.012573563722523365,6,-0.2408518603762159,6,,
11,6,12,ザイツィンガー,牡9,54.0,高杉,牧田,栗東,2016103730,1213,ドリームジャーニー  ,ザッハトルテ  ,クロフネ  ,-2.2794746364610314,14,-1.0248603213076106,14,,
12,7,13,サンデーファンデー,牡5,58.5,角田和,東田,栗東,2020104136,1186,スズカコーズウェイ  ,ファーストレディ  ,スマートボーイ  ,-0.8849222528755254,8,-0.542553933485278,8,,
13,7,14,ペイシャフラワー,牝5,51.0,永島,高橋康,栗東,2020104572,1187,ニシケンモノノフ  ,ペイシャフローレス  ,ヴィクトワールピサ  ,-2.1748303454502445,13,-0.9886690597976788,13,,
14,8,15,リチュアル,セ6,55.0,団野,田中克,栗東,2019106748,1180,キングカメハメハ  ,メイデイローズ  May Day Rose(米)  ,Rockport Harbor  ,-1.0213280984028739,9,-0.5897299387816848,9,,
15,8,16,ポッドロゴ,牡4,55.0,長岡,西園正,栗東,2021104873,1142,ロゴタイプ  ,スクラッタ  ,キングカメハメハ  ,-1.9586874656798172,11,-0.9139159757094614,11,,
