,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,キミオモウハナ,牝3,53.0,秋山稔,杉山佳,栗東,2022105335,1181,ルヴァンスレーヴ  ,サツマキリコ  ,エンパイアメーカー  Empire Maker(米)  ,2.458815216756181,1,0.6138787396695721,1,,
1,2,2,ウィンターガーデン,牝4,56.0,松山,武幸,栗東,2021105857,1126,リアルインパクト  ,リッチダンサー  Rich Dancer(英)  ,Halling  ,-0.7912023103448332,8,-0.5101408613906483,8,,
2,3,3,ブラックドレス,牝4,54.0,◇永島,谷,栗東,2021101391,1187,ブラックタイド  ,ココ  ,ロージズインメイ  Roses in May(米)  ,1.5380483560016496,2,0.29543122642863434,2,,
3,4,4,ヒロインズクレスト,牝4,55.0,☆高杉,本田,栗東,2021105089,1213,スクリーンヒーロー  ,ステラスターライト  ,ディープインパクト  ,-0.6601067247738654,6,-0.46480141119830626,6,,
4,5,5,マハナ,牝4,55.0,☆西塚,井上,栗東,2021106618,1200,ハービンジャー  Harbinger(英)  ,エレーデ  ,ディープインパクト  ,-1.4173265807842037,10,-0.72668614054831,10,,
5,6,6,オーケーエンジェル,牝3,53.0,富田,笹田,栗東,2022104553,1168,ナダル  Nadal(米)  ,キュリオスティー  ,ディープインパクト  ,-0.6678374796193436,7,-0.4674750952338073,7,,
6,7,7,カフェロワイヤル,牝3,53.0,団野,小林,栗東,2022106717,1180,パイロ  Pyro(米)  ,カフェソサエティ  ,マンハッタンカフェ  ,0.7872439319332145,4,0.03576527626730743,4,,
7,7,8,ハイウェイスター,牝4,56.0,川田,宮本,栗東,2021106621,1088,アメリカンペイトリオット  ,キエレ  ,Distorted Humor  (米)  ,0.9932647994247653,3,0.10701765917199074,3,,
8,8,9,シゲルオトヒメ,牝6,56.0,和田翼,谷,栗東,2019102986,1146,ベルシャザール  ,ピースヴィクトリア  ,マヤノトップガン  ,-1.3813047282897188,9,-0.7142279713437837,9,,
9,8,10,オーケアニス,牝3,53.0,北村友,松永幹,栗東,2022104883,1102,ロードカナロア  ,タイタンクイーン  ,Tiznow  ,-0.21450210383608695,5,-0.3106889105485505,5,,
