,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,タイセイレグノ,牡3,54.0,☆高杉,浜田,栗東,2022101403,1213,マジェスティックウォリアー  Majestic Warrior(米)  ,クラウンドヘッド  ,エンパイアメーカー  Empire Maker(米)  ,-1.0750450895496966,10,-0.5279726561727638,10,,
1,2,2,モレポブラーノ,牡3,55.0,北村友,庄野,栗東,2022105443,1102,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ハラペーニョペパー  ,ゼンノロブロイ  ,-0.09657097050330028,6,-0.21750368793107713,6,,
2,3,3,マッハレイジング,牡3,55.0,小崎,小崎,栗東,2022106597,1152,ディスクリートキャット  Discreet Cat(米)  ,マンイーター  ,タイキシャトル  ,-1.4835832813181198,11,-0.657601461285444,11,,
3,4,4,ワンウェイトゥヘル,牡3,54.0,☆吉村,中村,栗東,2022102701,1216,タワーオブロンドン  ,アリアプーラ  Aria Pura(豪)  ,Flying Spur  ,-0.44678254975727627,8,-0.3286255107374277,8,,
4,5,5,ゴメンネジロー,牡3,52.0,▲田山,谷,栗東,2022100819,1220,タワーオブロンドン  ,ルージュクール  ,Redoute's Choice  ,-0.28713833616438755,7,-0.277970543666613,7,,
5,5,6,エリカドリーム,牝5,56.0,富田,佐藤悠,栗東,2020104123,1168,ロードカナロア  ,ドリームライター  Dreamwriter(米)  ,Tale of the Cat  (米)  ,2.5494194424494943,1,0.6220667181696646,1,,
6,6,7,メイケイレイン,牡3,55.0,岩田康,中竹,栗東,2022101043,5203,レイデオロ  ,ベルライン  ,ダイワメジャー  ,0.8199800465543373,2,0.07331713509087578,2,,
7,6,8,サマーナイト,牡3,55.0,小沢,寺島,栗東,2022104729,1185,ルーラーシップ  ,ガールオンファイア  ,アグネスタキオン  ,-2.006268165880085,12,-0.8234489105604755,12,,
8,7,9,マリーヌ,牝3,53.0,団野,斉藤崇,栗東,2022104990,1180,リアルスティール  ,フィールザレース  Feel The Race(亜)  ,Orpen  ,0.3364350513268272,4,-0.08011126208842442,4,,
9,7,10,モズタチアガレ,牡3,54.0,☆西塚,中尾,栗東,2022106010,1200,モズアスコット  ,カッチャウカモネ  ,タートルボウル  Turtle Bowl(愛)  ,0.30716505740776806,5,-0.08939860514185867,5,,
10,8,11,トリプルバレル,牡3,53.0,◇永島,藤野,栗東,2022101086,1187,ロゴタイプ  ,ボーナスチャンス  ,エンパイアメーカー  Empire Maker(米)  ,0.3412705428183306,3,-0.07857696493627123,3,,
11,8,12,ランスオブプライム,牝4,56.0,田口,奥村豊,栗東,2021104426,1208,エピファネイア  ,マイティティー  ,エンパイアメーカー  Empire Maker(米)  ,-0.5667035322888914,9,-0.3666763319011037,9,,
