,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アイスアンドスノー,牡2,56.0,佐々木,古賀,500(+10),美浦,2023103691,01197,イスラボニータ,シナノネージュ,フレンチデピュティ,-2.9563034405210664,14
1,1,2,ハルノアメ,牡2,56.0,原田和,上原博,432(+10),美浦,2023104002,01143,ダノンバラード,スプリングガール,トーセンブライト,-2.184536402280668,11
2,2,3,シルバーゴールド,牝2,55.0,吉田豊,戸田,438(-8),美浦,2023104721,00733,シルバーステート,オーデュボンパーク,Candy Ride,-3.3191264150990243,17
3,2,4,ウインラファーガ,牡2,56.0,三浦,村田,446(-8),美浦,2023105888,01122,ウインブライト,フラワーウィンド,タニノギムレット,-3.000903358376432,15
4,3,5,サトノフレア,牡2,56.0,松山,堀,470(0),美浦,2023105904,01126,サトノジェネシス,サトノソレイユ,Frankel,0.6121913212032715,1
5,3,6,マイエラ,牡2,56.0,菊沢,蛯名正,468(0),美浦,2023100639,01161,リオンディーズ,バージニアキャット,Bluegrass Cat,-1.0419665039694535,7
6,4,7,シーギリヤロック,牡2,56.0,プーシャン,田中博,444(+2),美浦,2023107317,05678,リオンディーズ,リラヴァティ,ゼンノロブロイ,-0.7370149988525897,5
7,4,8,ウルフマン,牡2,56.0,マーカンド,手塚久,448(+2),美浦,2023107045,05626,フィエールマン,シンハディーパ,ウォーエンブレム,0.4685600087788146,3
8,5,9,ファインブライト,牡2,56.0,杉原,佐藤吉,492(+2),美浦,2023106627,01135,アジアエクスプレス,イムディーナ,スペシャルウィーク,-0.9423009966118675,6
9,5,10,ピカソジャスパー,牝2,51.0,★谷原,松山,444(-8),美浦,2023100494,01219,タリスマニック,ホクセンジョウオー,サムライハート,-2.2873462517455776,12
10,6,11,フォワードマーチ,牝2,55.0,津村,矢嶋,428(-14),美浦,2023100943,01092,ルーラーシップ,ダイワスピリット,ダンスインザダーク,-3.0677512069152115,16
11,6,12,オメガディコン,牡2,56.0,戸崎圭,浅利,536(+2),美浦,2023105255,05386,ポエティックフレア,ラグナグ,ハービンジャー,-0.621568254835198,4
12,7,13,ポッドクロス,牡2,56.0,荻野極,大竹,452(+4),美浦,2023103468,01160,レイデオロ,ダイワミランダ,ハービンジャー,-1.6338187987728636,10
13,7,14,ラクシオンデクラ,牡2,53.0,▲舟山,尾関,438(+8),美浦,2023103597,01221,ブリックスアンドモルタル,レッドオーラム,ダイワメジャー,-3.8650351655515633,18
14,7,15,ゴコウコイコイ,牝2,55.0,丹内,栗田,406(-4),美浦,2023104486,01091,ゴールドシップ,シュピールカルテ,ロージズインメイ,-1.5176568360824636,8
15,8,16,カワキタスズリノ,牝2,52.0,▲小林美,池上,466(-8),美浦,2023100091,01206,キセキ,カワキタラブポップ,クロフネ,-1.617084824869506,9
16,8,17,ロイヤルタイム,牡2,56.0,岩田望,和田郎,430(-4),美浦,2023103932,01174,サトノクラウン,ラプチュア,バンブーエール,-2.723312377603799,13
17,8,18,ラッキースウィッチ,牡2,56.0,横山武,蛯名正,474(-2),美浦,2023110019,01170,Lucky Vega,Switch Around,Galileo,0.5059526175940788,2
