,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ジーティージン,牡4,57.0,▲水沼,石栗,美浦,2021100119,01201,ワールドエース ,シルバーコンパス ,タートルボウル Turtle Bowl(愛) 
1,2,2,アンカリング,牝5,57.0,▲土田,土田,美浦,2020103867,01198,ブラックタイド ,アンカジャポニカ ,Authorized 
2,3,3,ホウオウエクレール,牡8,60.0,小牧加,宮,栗東,2017103293,01196,ブラックタイド ,タマヒカル ,パラダイスクリーク Paradise Creek(米) 
3,3,4,インヴァリアンス,セ7,60.0,金子,尾関,美浦,2018105423,01052,ハーツクライ ,タマユラ ,Tamayuz 
4,4,5,オステリア,牡6,60.0,高田,宮本,栗東,2019103208,01046,ドレフォン Drefong(米) ,グローブ ,ダイワメジャー 
5,4,6,ボルタドマール,セ6,60.0,小野寺,黒岩,美浦,2019104842,01123,ストロングリターン ,ハルマッタン ,マンハッタンカフェ 
6,5,7,メイショウジブリ,牡6,60.0,森一,角田,栗東,2019103917,01139,キズナ ,メイショウフェーヴ ,フレンチデピュティ French Deputy(米) 
7,5,8,イグニス,牡4,59.0,石神深,久保田,美浦,2021106592,01059,エピファネイア ,テルメディカラカラ ,ハービンジャー Harbinger(英) 
8,6,9,ゴールデンルーキー,牡4,59.0,草野,粕谷,美浦,2021110146,01113,Catholic Boy ,Gold N Shaft ,Mineshaft (米) 
9,6,10,ロードジャスティス,牡6,60.0,難波,小椋,栗東,2019103027,01066,Fort Larned ,フラーティングアウェイ Flirting Away(米) ,Distorted Humor (米) 
10,7,11,ウイングランブルー,牡5,60.0,大江圭,深山,美浦,2020105211,01120,ゴールドシップ ,サマーラグーン ,ボストンハーバー Boston Harbor(米) 
11,7,12,サラフィエル,セ6,60.0,伴,鈴木慎,美浦,2019101464,01149,ヤマニンセラフィム ,ティフィン ,トワイニング Twining(米) 
12,8,13,グランナヴィール,牡4,59.0,上野,堀内,美浦,2021101779,01087,ゴールドシップ ,ウッドシップ ,クロフネ 
13,8,14,ナムラドーギー,牡4,59.0,五十嵐,石栗,美浦,2021104267,01069,サトノアレス ,ナムラエメラルド ,ファンタスティックライト Fantastic Light(米) 
