,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,アルカンサス,牡5,57.0,▲土田,土田,美浦,2019101023,01198,シルバーステート ,ラサンバ La Samba(豪) ,Orientate 
1,2,2,ヤマタケアオイバラ,牡4,60.0,上野,萱野,美浦,2020102211,01087,ジャスタウェイ ,マルヨパトリオット ,アルカセット Alkaased(米) 
2,3,3,サルサロッサ,牝5,58.0,伴,高柳瑞,美浦,2019103100,01149,エスケンデレヤ ,ノバラ ,マンハッタンカフェ 
3,4,4,スズノイナズマ,セ6,60.0,大江圭,深山,美浦,2018102811,01120,リーチザクラウン ,フローラルウインド ,アグネスタキオン 
4,5,5,ニシノレバンテ,牡5,60.0,五十嵐,栗田,美浦,2019102938,01069,イスラボニータ ,ワイキキブリーズ ,フレンチデピュティ French Deputy(米) 
5,6,6,サニーオーシャン,セ6,60.0,草野,杉浦,美浦,2018103296,01113,ゼンノロブロイ ,ヨドノグレイス ,バゴ Bago(仏) 
6,6,7,エクセレントタイム,セ6,60.0,金子,中川,美浦,2018105524,01052,ハーツクライ ,タイムウィルテル ,ブライアンズタイム Brian's Time(米) 
7,7,8,ザスリーサーティ,牡9,60.0,石神深,尾形,美浦,2015105440,01059,ステイゴールド ,ツーデイズノーチス ,ヘクタープロテクター Hector Protector(米) 
8,7,9,ポリトナリティー,牝3,56.0,森一,和田雄,美浦,2021100016,01139,エイシンヒカリ ,ポリリズム ,バチアー Bachir(愛) 
9,8,10,テンメジャーガール,牝5,58.0,小野寺,高柳大,栗東,2019104549,01123,ダイワメジャー ,サンヴァンサン ,クロフネ 
10,8,11,シュハリ,牡4,60.0,江田勇,粕谷,美浦,2020105031,01023,カレンブラックヒル ,キシャリ Kishari(仏) ,Kris 
