,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ネッタイヤライ,牡2,56.0,松山,矢作,438(-10),栗東,2023104690,01126,コントレイル,サンライズシェル,キンシャサノキセキ,-4.5608130588032205,11
1,2,2,カラペルソナ,牝2,55.0,プーシャン,斉藤崇,444(-2),栗東,2023103371,05678,エピファネイア,カリーナミア  Carina Mia(米),Malibu Moon,-1.533528437183891,8
2,3,3,アスクエジンバラ,牡2,56.0,岩田康,福永,464(+6),栗東,2023106400,05203,リオンディーズ,ハニートリップ,マンハッタンカフェ,-0.07352810162667286,5
3,4,4,メイショウソラリス,牡2,56.0,武豊,角田,464(+4),栗東,2023103986,00666,シスキン  Siskin(米),アンリミテッドピサ,シンボリクリスエス,-0.7788528192436501,7
4,5,5,ロックターミガン,牡2,56.0,鮫島駿,石坂,534(-6),栗東,2023106816,01157,シスキン  Siskin(米),リリカルホワイト,ダイワメジャー,-0.20414145871882222,6
5,6,6,バルセシート,牡2,56.0,Ｃデムーロ,松下,466(0),栗東,2023107241,05473,キズナ,マラコスタムブラダ  Malacostumbrada(亜),Lizard Island,0.4397021999017147,3
6,6,7,サトノアイボリー,牡2,56.0,団野,杉山晴,488(+2),栗東,2023105380,01180,エピファネイア,ホエールキャプチャ,クロフネ,1.5187560996483467,2
7,7,8,ジャスティンビスタ,牡2,56.0,北村友,吉岡,516(+4),栗東,2023102807,01102,サートゥルナーリア,ペブルガーデン,ディープインパクト,1.842666370921548,1
8,7,9,フリーガー,牡2,56.0,坂井,矢作,446(0),栗東,2023104389,01163,コントレイル,ゲットリッドオブワットアイレスユー  Getridofwhatailesu(米),Ghostzapper,-1.8457801837755905,9
9,8,10,ゴーイントゥスカイ,牡2,56.0,荻野極,上原佑,496(+8),美浦,2023105378,01160,コントレイル,ゴーイントゥザウィンドウ  Goin to the Window(米),Tapit  (米),-2.2957102388530117,10
10,8,11,ウイナーズナイン,牡2,56.0,西村淳,小栗,504(-4),栗東,2023102820,01171,エピファネイア,ディヴィニティ,リアルインパクト,0.16330115750078605,4
