,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ニシノギブソン,牡2,56.0,野中,根本,472(+4),美浦,2023100372,01158,ダノンスマッシュ  ,ゼマティス  ,ゼンノロブロイ  ,-0.38406131667755516,6
1,1,2,セイウンリメンバー,牡2,54.0,△長浜,千葉,470(0),美浦,2023100149,01214,ミッキーアイル  ,ビートゴーズオン  ,Curlin  (米)  ,0.18168151005896735,1
2,2,3,フォールティア,牡2,56.0,原田和,小野,500(+2),美浦,2023100707,01143,ベストウォーリア  ,ゴールドハーツ  ,ハーツクライ  ,-1.4099577242841184,15
3,2,4,ウォータースパウト,牝2,55.0,佐々木,小笠,474(-6),美浦,2023105555,01197,ルヴァンスレーヴ  ,シネマソングス  ,ハーツクライ  ,-1.099199606748403,12
4,3,5,ヴンダーバール,牝2,55.0,横山武,斎藤誠,482(+22),美浦,2023107280,01170,ナダル  Nadal(米)  ,モンオール  ,オルフェーヴル  ,-0.5921150306239557,8
5,3,6,ドゥーニ,牡2,56.0,津村,矢嶋,482(-6),美浦,2023105662,01092,マテラスカイ  ,ヴィブラビ  ,ネオユニヴァース  ,0.1368625452964397,3
6,4,7,ミラクルカイザー,牡2,56.0,丸田,武市,484(+2),美浦,2023102162,01117,マクフィ  Makfi(英)  ,プレイフォミラクル  ,ヘニーヒューズ  Henny Hughes(米)  ,-0.8120131168958167,11
7,4,8,ボグラーモデル,牡2,53.0,▲石神道,柄崎,472(+2),美浦,2023106435,01209,ベンバトル  Benbatl(英)  ,クリスティロマンス  ,シンボリクリスエス  ,0.03013371546387031,4
8,5,9,エマープ,牡2,56.0,原,青木,490(+4),美浦,2023103800,01184,リアルインパクト  ,テスタオクローチェ  Testa O Croce(仏)  ,Orpen  ,-0.6456239925315007,9
9,5,10,セントゴーデンス,牡2,56.0,内田博,黒岩,520(+14),美浦,2023107296,00422,ロードカナロア  ,ラッキーダイム  Lucky Dime(米)  ,Creative Cause  ,-1.199788389723021,14
10,6,11,パワポケウォーズ,牡2,53.0,▲上里,大和田,422(0),美浦,2023107440,01217,リアルスティール  ,レッドアクトレス  ,スクリーンヒーロー  ,-1.774677551047384,16
11,6,12,ヴァルボナ,牡2,56.0,大野,田村,470(0),美浦,2023106721,01096,ミッキーアイル  ,マダムヴァシュモン  ,Teofilo  ,-0.714003199697793,10
12,7,13,タイセイゴッシュ,牡2,56.0,丹内,池上,482(+2),美浦,2023106037,01091,アルアイン  ,タイセイパルフェ  ,ロードカナロア  ,-1.1129785707543152,13
13,7,14,サンデーパーティー,牡2,56.0,横山琉,相沢,--,美浦,2023100433,01192,ホッコータルマエ  ,ラフメイカー  ,スズカマンボ  ,-0.48235518354606416,7
14,8,15,サンダーヴィント,牡2,56.0,菅原明,高木,450(-2),美浦,2023105013,01179,アドマイヤマーズ  ,ジェラスガール  Jealous Girl(米)  ,Petionville  ,-0.08770731020847579,5
15,8,16,スーパーチャイルド,牡2,56.0,菊沢,本間,484(-2),美浦,2023101206,01161,モーリス  ,フェアチャイルド  ,エンパイアメーカー  Empire Maker(米)  ,0.14067606897867727,2
