,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,プレザントトーン,牝3,53.0,◇今村,武幸,460(-2),栗東,2023103809,01193,ルヴァンスレーヴ,フィーリングトーン,ワイルドラッシュ,-1.5293608836815888,7
1,2,2,ルパピヨンブラン,牝3,52.0,▲古川奈,杉山佳,426(+6),栗東,2023105228,01190,ゴールドドリーム,フューチャーベース,ディスクリートキャット,-3.936275509624658,14
2,3,3,ブラッドムーン,牝3,52.0,▲田山,宮本,442(0),栗東,2023102701,01220,シニスターミニスター,ダイヤモンドムーン,マンハッタンカフェ,-2.8161399717599203,11
3,3,4,リアライズブルーム,牝3,55.0,川田,須貝,494(+8),栗東,2023105284,01088,ルヴァンスレーヴ,クレイドル,クロフネ,-1.01480730203691,5
4,4,5,マチュ,牝3,51.0,★河原田,谷,430(+4),栗東,2023104957,01204,ヘンリーバローズ,サンダーソニア,ケープブランコ,-2.203285313100979,10
5,4,6,ジーティービキニ,牝3,55.0,北村友,松下,496(0),栗東,2023107267,01102,キズナ,ムミービーチ,Treasure Beach,0.7804389298260691,1
6,5,7,タガノアルテミス,牝3,55.0,国分恭,西園翔,444(+4),栗東,2023104329,01124,サンダースノー,バーンアウル,コマンズ,-3.1564029588524787,12
7,5,8,ルージュビバーチェ,牝3,55.0,菱田,橋口,452(-4),栗東,2023107337,01144,ミスターメロディ,レッドクラウディア,アグネスタキオン,-1.1415774490230093,6
8,6,9,イルカンダ,牝3,55.0,小崎,小崎,524(+2),栗東,2023100213,01152,クリソベリル,エルクイーン,Tiznow,-1.8304165477788947,9
9,6,10,アライブテーラー,牝3,52.0,▲川端,緒方,410(-4),栗東,2023100684,01195,シニスターミニスター,ジョウノカーラ,Dylan Thomas,-3.6058449901141048,13
10,7,11,シャフメラン,牝3,55.0,鮫島駿,新谷,434(-4),栗東,2023103568,01157,ドレフォン,ミラクルレジェンド,フジキセキ,-0.7670595812431306,3
11,7,12,アルムランプシー,牝3,55.0,秋山稔,北出,482(-12),栗東,2023104323,01181,サトノアラジン,タガノトリオンフ,ワイルドラッシュ,-0.9125928613200802,4
12,8,13,エンジェルグラース,牝3,53.0,◇永島,高橋康,436(0),栗東,2023104979,01187,シャンハイボビー,スラリーアイス,オレハマッテルゼ,-0.5067587192987665,2
13,8,14,ワイドバヴァール,牝3,55.0,武豊,奥村豊,452(+14),栗東,2023103910,00666,ナダル,リトルダーリン,ディープインパクト,-1.6246648403868695,8
