,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ハッピールンナ,牝3,55.0,太宰,大根田,栗東,2022101217,1037,ホークビル Hawkbill(米) ,イサチルルンナ ,キングカメハメハ ,2.7621328822930598,1,0.055222156203005496,1,,
1,1,2,タイセイアルジャン,牡3,57.0,高倉,森田,栗東,2022105931,1130,クリエイターII Creator(米) ,アメリデラックス ,アメリカンボス ,-0.17961826987262589,8,-0.003425811304346475,8,,
2,2,3,タガノアニマシオン,セ3,57.0,渡辺竜,奥村豊,栗東,2022106564,5558,アニマルキングダム Animal Kingdom(米) ,タガノバトラ ,フレンチデピュティ French Deputy(米) ,-0.17961826987262589,8,-0.003425811304346475,8,,
3,2,4,ノボリディアマン,牡3,57.0,鮫島良,緒方,栗東,2022105436,1099,サトノダイヤモンド ,ノボリディアーナ ,フレンチデピュティ French Deputy(米) ,-0.17961826987262589,8,-0.003425811304346475,8,,
4,3,5,カンプウ,牡3,57.0,泉谷,奥村豊,栗東,2022103837,1182,イスラボニータ ,ラスエモーショネス ,Fastnet Rock (豪) ,-0.17961826987262589,8,-0.003425811304346475,8,,
5,3,6,アースグレーザー,牡3,57.0,岩田康,中村,栗東,2022100030,5203,サングレーザー ,ミステリューズ ,ナリタトップロード ,-0.17961826987262589,8,-0.003425811304346475,8,,
6,4,7,ワクシングムーン,牡3,56.0,☆吉村,畑端,栗東,2022101691,1216,アドマイヤムーン ,ホーカマー Hawkamah(愛) ,New Approach ,-0.17961826987262589,8,-0.003425811304346475,8,,
7,4,8,ハイアップグレード,牡3,57.0,田口,谷,栗東,2022101326,1208,ディーマジェスティ ,ピントゥハティ ,アドマイヤムーン ,-0.17961826987262589,8,-0.003425811304346475,8,,
8,5,9,ラッシュグリーン,牡3,57.0,川須,池添,栗東,2022102422,1128,ロードカナロア ,ピスカデーラ ,ブラックタイド ,-0.17961826987262589,8,-0.003425811304346475,8,,
9,5,10,ファントムブラッド,牡3,57.0,荻野琢,大久保,栗東,2022103372,1112,オーヴァルエース ,パイルーチェ ,ナカヤマフェスタ ,-0.17961826987262589,8,-0.003425811304346475,8,,
10,6,11,サンライズシュガー,牡3,57.0,坂井,新谷,栗東,2022102196,1163,キタサンブラック ,サイモンガーランド ,ロージズインメイ Roses in May(米) ,-0.17961826987262589,8,-0.003425811304346475,8,,
11,6,12,グレートジーンズ,牡3,57.0,鮫島駿,東田,栗東,2022102947,1157,マクフィ Makfi(英) ,アドマイヤカンナ ,ブライアンズタイム Brian's Time(米) ,1.936417270018601,2,0.03876034828858194,2,,
12,7,13,サウスオブロンドン,牡3,57.0,角田和,松永幹,栗東,2022102413,1186,タワーオブロンドン ,ディープサウス ,ディープインパクト ,-0.17961826987262589,8,-0.003425811304346475,8,,
13,7,14,オセアフランケル,セ3,57.0,シュタルケ,杉山晴,栗東,2022104178,5115,エピファネイア ,ミリオンドリームズ ,Frankel ,-0.17961826987262589,8,-0.003425811304346475,8,,
14,8,15,メイショウキタダケ,牡3,57.0,団野,荒川,栗東,2022107191,1180,ゴールデンマンデラ ,デンコウミシオン ,メイショウサムソン ,-1.271565456920075,15,-0.02519532199139329,15,,
15,8,16,ペルティナクス,牡3,57.0,水口,池江,栗東,2022102959,1133,キタノコマンドール ,エスジーアンクル ,シニスターミニスター Sinister Minister(米) ,-1.271565456920075,15,-0.02519532199139329,15,,
