,式別,馬番,配当,人気
0,単勝,14,310,1
1,複勝,14,140,1
2,複勝,3,320,7
3,複勝,9,220,2
4,枠連,2-7,2480,9
5,馬連,3-14,3020,10
6,ワイド,3-14,1040,9
7,ワイド,9-14,480,1
8,ワイド,3-9,1090,10
9,馬単,14→3,4910,13
10,3連複,3-9-14,4940,10
11,3連単,14→3→9,27120,48
