,式別,馬番,配当,人気
0,単勝,11,4220,7
1,複勝,11,440,7
2,複勝,10,170,3
3,複勝,14,110,1
4,枠連,5-6,850,3
5,馬連,10-11,9370,21
6,ワイド,10-11,2480,23
7,ワイド,11-14,880,8
8,ワイド,10-14,310,2
9,馬単,11→10,33340,61
10,3連複,10-11-14,4250,12
11,3連単,11→10→14,91340,224
