,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ルクスフロンティア,牡5,56.0,武豊,松永幹,栗東,2020104474,00666,エピファネイア ,サトノアイリ ,ステイゴールド ,-1.6020835794948725,10
1,1,2,リチュアル,セ6,55.0,浜中,田中克,栗東,2019106748,01115,キングカメハメハ ,メイデイローズ May Day Rose(米) ,Rockport Harbor ,0.37893753693751764,4
2,2,3,フォーチュンテラー,牡6,55.0,藤岡佑,浜田,栗東,2019100631,01093,シニスターミニスター Sinister Minister(米) ,クライミングローズ ,マンハッタンカフェ ,-1.6526615188280525,11
3,2,4,タイセイドレフォン,牡6,56.0,田口,西村,栗東,2019105308,01208,ドレフォン Drefong(米) ,デイトユアドリーム ,トワイニング Twining(米) ,-2.998078993082743,14
4,3,5,ダイシンピスケス,牡7,57.0,岩田望,森秀,栗東,2018100830,01174,マジェスティックウォリアー Majestic Warrior(米) ,ダイシンキャンディ ,アグネスタキオン ,-0.34102815212018556,6
5,3,6,シゲルショウグン,牡5,56.0,和田竜,大橋,栗東,2020101694,01018,モーリス ,ペニーブラック ,Redoute's Choice ,2.4680832887133,1
6,4,7,ウェルカムニュース,牡6,57.0,団野,池江,栗東,2019105537,01180,サトノアラジン ,レジェンドトレイル ,フレンチデピュティ French Deputy(米) ,-1.1056507380647598,9
7,4,8,リアレスト,牡4,56.0,北村友,尾関,美浦,2021105496,01102,リアルスティール ,クィーンズベスト ,ワークフォース Workforce(英) ,1.2111776470694093,3
8,5,9,アイファーテイオー,牡5,53.0,幸,鮫島,栗東,2020101275,00732,アイファーソング ,ピコット ,ハーツクライ ,-0.43833124547222585,7
9,5,10,エナハツホ,牝6,52.0,吉村,吉田,栗東,2019100094,01216,トビーズコーナー Toby's Corner(米) ,タイセイゴディス ,ステイゴールド ,-3.241266360948295,15
10,6,11,バハルダール,牡6,57.0,水口,池江,栗東,2019110015,01133,Pioneerof the Nile ,ラナモン ,Sky Mesa ,-2.6053838372211886,13
11,6,12,ジューンアヲニヨシ,牡5,56.0,鮫島駿,松下,栗東,2020100912,01157,キズナ ,オールブランニュー ,ノボジャック ,0.04625094706389709,5
12,7,13,マリオロード,牡6,55.0,池添,安達,栗東,2019101198,01032,キタサンブラック ,ヤマトマリオン ,オペラハウス Opera House(英) ,-2.584773606269039,12
13,7,14,クールミラボー,牡5,55.0,キング,寺島,栗東,2020103387,05643,ドレフォン Drefong(米) ,サンソヴール ,キングカメハメハ ,-1.0434840610534888,8
14,8,15,ゼットリアン,牡5,56.0,松山,吉田,栗東,2020104760,01126,モーリス ,ネオシルヴィア ,ネオユニヴァース ,-5.160859117638799,16
15,8,16,カズペトシーン,牡5,57.0,西村淳,池添,栗東,2020105585,01171,ルーラーシップ ,レゼトワール ,ファスリエフ Fasliyev(米) ,2.2940787079513356,2
