,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,カズラポニアン,牡6,60.0,森一,高橋一,栗東,2019105148,01139,ヘニーヒューズ Henny Hughes(米) ,ガルデルスリール ,ダイワメジャー 
1,2,2,ザスリーサーティ,牡10,57.0,▲坂口,尾形,美浦,2015105440,01211,ステイゴールド ,ツーデイズノーチス ,ヘクタープロテクター Hector Protector(米) 
2,3,3,シホノスペランツァ,牡6,60.0,中村,寺島,栗東,2019105654,01101,ブラックタイド ,メジロスプレンダー ,シンボリクリスエス 
3,4,4,ビーンスターク,牡4,59.0,田村,森田,栗東,2021103578,01105,ロジャーバローズ ,アートオブビーン ,アグネスデジタル 
4,5,5,ノーティアス,牡6,60.0,五十嵐,宗像,美浦,2019104908,01069,ハービンジャー Harbinger(英) ,ホーカーハリケーン ,ネオユニヴァース 
5,5,6,コスモチプリア,牝5,58.0,大江圭,松永康,美浦,2020105774,01120,ゴールドシップ ,ホワイトウインド ,スウェプトオーヴァーボード Swept Overboard(米) 
6,6,7,サトノグレイト,セ5,60.0,黒岩,中竹,栗東,2020102971,01072,ダイワメジャー ,ノヴァホーク Nova Hawk(英) ,Hawk Wing 
7,6,8,ダイスアローリング,牡4,59.0,上野,古賀,美浦,2021104861,01087,サトノダイヤモンド ,サンタエヴィータ ,Smart Strike (加) 
8,7,9,テイエムマジック,牡7,60.0,難波,木原,栗東,2018103005,01066,マジェスティックウォリアー Majestic Warrior(米) ,ハミングライフ ,スペシャルウィーク 
9,7,10,ホウオウユニコーン,牡6,60.0,伴,奥村武,美浦,2019105808,01149,ゴールドシップ ,ホウオウサブリナ ,ルーラーシップ 
10,8,11,アークデトリオンフ,牡6,60.0,石神深,和田郎,美浦,2019102793,01059,ルーラーシップ ,ディアルーモ ,ネオユニヴァース 
11,8,12,アメリカンエール,セ7,60.0,小牧加,音無,栗東,2018110132,01196,Tapit (米) ,Sindy With an S ,Broken Vow 
