,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202204020407,1,7,12,エイカイマッケンロ,牡3,54.0,福永祐一,0:2:12.8,,2.1,1.0,494,[西] 藤原英昭,芝,2200,晴,良,2022年08月07日,1勝クラス,2019104800,01014,6-6-7-4,35.1
202204020407,2,6,10,バラジ,牡3,54.0,三浦皇成,0:2:13.0,1.1/2,2.9,2.0,492,[東] 鹿戸雄一,芝,2200,晴,良,2022年08月07日,1勝クラス,2019106698,01122,2-2-2-2,35.8
202204020407,3,3,4,シエラネバダ,セ7,57.0,松若風馬,0:2:13.2,1.1/4,60.9,10.0,494,[西] 音無秀孝,芝,2200,晴,良,2022年08月07日,1勝クラス,2015105026,01154,12-12-11-9,35.2
202204020407,4,7,11,レットミーアウト,牝5,55.0,菅原明良,0:2:13.4,1.1/4,22.2,7.0,482,[東] 水野貴広,芝,2200,晴,良,2022年08月07日,1勝クラス,2017101940,01179,13-13-13-12,35.1
202204020407,5,8,14,パンドレア,牝3,52.0,和田竜二,0:2:13.6,3/4,11.4,3.0,454,[西] 斉藤崇史,芝,2200,晴,良,2022年08月07日,1勝クラス,2019104557,01018,5-5-5-4,36.1
202204020407,6,5,8,ロックグラス,セ5,57.0,幸英明,0:2:13.6,ハナ,150.6,13.0,460,[西] 谷潔,芝,2200,晴,良,2022年08月07日,1勝クラス,2017100368,00732,8-8-8-9,35.8
202204020407,7,8,13,イスラグランデ,牡3,54.0,石橋脩,0:2:13.6,ハナ,14.6,4.0,536,[西] 西園正都,芝,2200,晴,良,2022年08月07日,1勝クラス,2019104548,01077,8-8-8-4,35.8
202204020407,8,6,9,トピックス,牡4,57.0,木幡巧也,0:2:13.6,ハナ,370.5,14.0,474,[東] 勢司和浩,芝,2200,晴,良,2022年08月07日,1勝クラス,2018105344,01162,10-11-11-12,35.6
202204020407,9,2,2,メイプルリッジ,牡3,54.0,松山弘平,0:2:13.6,クビ,17.0,5.0,476,[東] 堀宣行,芝,2200,晴,良,2022年08月07日,1勝クラス,2019105523,01126,2-2-2-2,36.5
202204020407,10,4,6,マイネルオーサム,牡3,54.0,柴田大知,0:2:13.8,1.1/4,19.8,6.0,464,[東] 高木登,芝,2200,晴,良,2022年08月07日,1勝クラス,2019100736,01009,6-6-5-4,36.2
202204020407,11,5,7,ブロンドケリー,牡3,50.0,今村聖奈,0:2:13.9,1/2,24.1,8.0,448,[西] 寺島良,芝,2200,晴,良,2022年08月07日,1勝クラス,2019106226,01193,10-8-8-9,36.0
202204020407,12,3,3,サトノディーバ,牝4,55.0,ホー,0:2:15.0,7,24.8,9.0,502,[西] 矢作芳人,芝,2200,晴,良,2022年08月07日,1勝クラス,2018100400,05619,4-4-4-4,37.6
202204020407,13,4,5,ナムラタタ,牡3,54.0,城戸義政,0:2:15.1,3/4,88.5,12.0,476,[西] 清水久詞,芝,2200,晴,良,2022年08月07日,1勝クラス,2019101318,01147,1-1-1-1,38.2
202204020407,14,1,1,リニュー,牡3,50.0,永島まな,0:2:15.3,1.1/2,67.1,11.0,448,[東] 清水英克,芝,2200,晴,良,2022年08月07日,1勝クラス,2019100221,01187,14-14-14-14,36.1
