,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202204030806,1,8,17,コーパスクリスティ,牡2,54.0,池添謙一,0:1:23.7,,2.5,1.0,440,[西] 中内田充,芝,1400,晴,良,2022年09月04日,新馬,2020103703,01032,3-3,35.7
202204030806,2,5,10,アルマロクザン,牝2,54.0,吉田豊,0:1:23.9,1.1/4,39.5,10.0,450,[東] 高橋文雅,芝,1400,晴,良,2022年09月04日,新馬,2020100759,00733,9-7,35.4
202204030806,3,6,12,ロコルルハーツ,牡2,54.0,丸田恭介,0:1:24.3,2.1/2,20.9,6.0,460,[東] 大竹正博,芝,1400,晴,良,2022年09月04日,新馬,2020104512,01117,6-6,36.1
202204030806,4,7,14,レオナイン,牡2,54.0,大野拓弥,0:1:24.3,クビ,38.5,9.0,450,[東] 加藤士津,芝,1400,晴,良,2022年09月04日,新馬,2020100585,01096,3-3,36.3
202204030806,5,2,3,ダイシンカタナ,牡2,54.0,田辺裕信,0:1:24.5,1.1/4,16.3,5.0,448,[東] 戸田博文,芝,1400,晴,良,2022年09月04日,新馬,2020105544,01075,14-14,35.6
202204030806,6,5,9,アヘッド,牝2,54.0,鮫島克駿,0:1:24.6,1,4.9,2.0,462,[西] 中竹和也,芝,1400,晴,良,2022年09月04日,新馬,2020110092,01157,12-11,35.8
202204030806,7,7,13,キタサンポエム,牝2,54.0,武士沢友,0:1:24.7,クビ,97.3,15.0,464,[東] 小笠倫弘,芝,1400,晴,良,2022年09月04日,新馬,2020100532,01029,16-16,35.6
202204030806,8,6,11,ボールドトップ,牡2,54.0,内田博幸,0:1:24.8,1/2,144.8,16.0,450,[東] 鈴木慎太,芝,1400,晴,良,2022年09月04日,新馬,2020106472,00422,14-14,35.9
202204030806,9,8,16,ニトロジャーニー,牡2,54.0,岩田康誠,0:1:25.0,1.1/4,5.1,3.0,470,[東] 武井亮,芝,1400,晴,良,2022年09月04日,新馬,2020110094,05203,2-2,37.3
202204030806,10,4,7,エクトゥシュタール,牡2,54.0,荻野極,0:1:25.2,1.1/4,68.5,12.0,438,[東] 和田雄二,芝,1400,晴,良,2022年09月04日,新馬,2020100206,01160,6-7,37.0
202204030806,11,1,2,グレンハイウェイ,牝2,54.0,戸崎圭太,0:1:25.3,クビ,11.7,4.0,464,[西] 畑端省吾,芝,1400,晴,良,2022年09月04日,新馬,2020103214,05386,9-10,36.8
202204030806,12,8,18,ブーバー,牝2,54.0,菅原明良,0:1:25.3,クビ,21.8,7.0,410,[東] 新開幸一,芝,1400,晴,良,2022年09月04日,新馬,2020102840,01179,1-1,37.7
202204030806,13,2,4,メモリーグラス,牡2,54.0,菅原隆一,0:1:25.4,1/2,35.7,8.0,436,[東] 松永康利,芝,1400,晴,良,2022年09月04日,新馬,2020107095,01129,3-3,37.5
202204030806,14,4,8,ヒュームテソーロ,牡2,54.0,木幡巧也,0:1:25.4,クビ,85.7,13.0,464,[東] 伊坂重信,芝,1400,晴,良,2022年09月04日,新馬,2020102385,01162,6-7,37.2
202204030806,15,1,1,キュベリン,牝2,54.0,杉原誠人,0:1:25.9,3,63.1,11.0,420,[東] 嘉藤貴行,芝,1400,晴,良,2022年09月04日,新馬,2020104911,01135,12-12,37.2
202204030806,16,3,5,アスキーアート,牝2,54.0,松岡正海,0:1:26.5,3.1/2,92.5,14.0,414,[東] 小野次郎,芝,1400,晴,良,2022年09月04日,新馬,2020106149,01085,16-17,37.4
202204030806,17,7,15,フレンドローズ,牝2,51.0,原優介,0:1:28.2,10,165.4,17.0,452,[東] 南田美知,芝,1400,晴,良,2022年09月04日,新馬,2020104684,01184,9-12,39.7
202204030806,除,3,6,フォーエバーダイヤ,牝2,54.0,津村明秀,,,---,,448,[東] 村田一誠,芝,1400,晴,良,2022年09月04日,新馬,2020103012,01092,,
