,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,センツブラッド,牡3,55.0,坂井,斉藤崇,462(+2),栗東,2022101648,01163,ルーラーシップ  ,サマーセント  ,ハービンジャー  Harbinger(英)  ,-1.3724667551099115,9
1,2,2,バレエマスター,牡6,57.0,吉村,梅田,476(0),栗東,2019104850,01216,スピルバーグ  ,パドパピヨン  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-0.9958175084513903,8
2,3,3,ナムラエイハブ,牡4,57.0,吉田隼,長谷川,518(0),栗東,2021102895,01095,リアルスティール  ,ナムラアン  ,エンパイアメーカー  Empire Maker(米)  ,0.29034692500946285,5
3,4,4,ドクタードリトル,牡5,57.0,岩田望,今野,474(0),栗東,2020103025,01174,デクラレーションオブウォー  ,ブルックデイル  ,キングカメハメハ  ,1.7370449414580607,1
4,5,5,ダンテスヴュー,牡6,57.0,小崎,友道,468(0),栗東,2019106933,01152,キングカメハメハ  ,クロウキャニオン  ,フレンチデピュティ  French Deputy(米)  ,-0.5355082570122134,7
5,6,6,シルトホルン,牡5,58.0,浜中,新開,466(+2),美浦,2020105424,01115,スクリーンヒーロー  ,シンメイミヤビ  ,Langfuhr  (加)  ,0.8004988346016839,4
6,7,7,オーロラエックス,牝4,55.0,松山,杉山晴,488(-2),栗東,2021101387,01126,サトノダイヤモンド  ,ガリレオズソング  Galileo's Song(愛)  ,Galileo  (愛)  ,1.0250708075892736,3
7,7,8,マイネルメモリー,牡5,57.0,菱田,宮,460(-4),栗東,2020105750,01144,ゴールドシップ  ,コスモエンドレス  ,スターオブコジーン  Star of Cozzene(米)  ,1.25343018695983,2
8,8,9,ショウナンマグマ,セ6,58.0,池添,尾関,508(+8),美浦,2019104998,01032,ザファクター  ,レッドメアラス  ,ステイゴールド  ,-2.2103766398124685,10
9,8,10,ピースワンデュック,牡4,57.0,柴田善,大竹,452(-2),美浦,2021101134,00641,グレーターロンドン  ,ピースワンオーレ  ,ジャングルポケット  ,-0.42838642275731886,6
