,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウインビギニング,牡2,56.0,佐々木,上原博,506(+10),美浦,2023100291,01197,ニューイヤーズデイ  ,キネオダンサー  ,ディープインパクト  ,-1.7829792110136737,14
1,2,2,テンレディーゴー,牡2,56.0,吉田豊,菊川,476(+2),美浦,2023102915,00733,デクラレーションオブウォー  ,タッシーエルモ  ,エピファネイア  ,-1.2689693014470136,11
2,2,3,セイウンリメンバー,牡2,54.0,△長浜,千葉,474(+4),美浦,2023100149,01214,ミッキーアイル  ,ビートゴーズオン  ,Curlin  (米)  ,-1.300110389395133,12
3,3,4,ゴットタレント,牡2,56.0,三浦,田村,460(+4),美浦,2023100377,01122,ダノンプレミアム  ,エーシンベタラネリ  ,Elusive Quality  ,-0.19511341633417867,2
4,3,5,ファイヤサラマンダ,牡2,56.0,木幡巧,牧,488(+4),美浦,2023105454,01162,カリフォルニアクローム  California Chrome(米)  ,クリスタルキャノン  ,クロフネ  ,-0.4031463163687576,5
5,4,6,マーガレットクレア,牝2,55.0,原,黒岩,440(+2),美浦,2023100722,01184,ミスチヴィアスアレックス  Mischevious Alex(米)  ,マーガレットスカイ  ,ディープブリランテ  ,-0.7171643376388629,10
6,4,7,アデルフィー,牡2,56.0,横山武,金成,460(+6),美浦,2023105753,01170,モーニン  ,ソロフライト  ,ミスキャスト  ,0.04884691672983754,1
7,5,8,キタノリスクミー,牝2,55.0,木幡初,粕谷,440(-2),美浦,2023104435,01153,ルヴァンスレーヴ  ,プリモウェイ  Primo Way(米)  ,Giant's Causeway  (米)  ,-0.4534156870720595,6
8,5,9,ドゥーニ,牡2,56.0,津村,矢嶋,472(-10),美浦,2023105662,01092,マテラスカイ  ,ヴィブラビ  ,ネオユニヴァース  ,-2.2910052866302997,15
9,6,10,ニシノガウェイン,牡2,56.0,内田博,稲垣,452(+8),美浦,2023106264,00422,マジェスティックウォリアー  Majestic Warrior(米)  ,ニシノメルモ  ,スペシャルウィーク  ,-0.5696160519055968,7
10,6,11,シスターブラック,牝2,52.0,▲遠藤,西田,440(-2),美浦,2023102624,01218,キタサンブラック  ,リュヌルージュ  ,モンテロッソ  Monterosso(英)  ,-1.3331892021866245,13
11,7,12,イナズマダイモン,牡2,56.0,川田,宮田,508(+4),美浦,2023107158,01088,クリソベリル  ,パリスビキニ  Paris Bikini(米)  ,Bernardini  (米)  ,-0.6092056637418055,9
12,7,13,グラスハーティー,牝2,55.0,大野,松山,492(+2),美浦,2023106350,01096,ダノンプレミアム  ,ミルキーハート  ,キングカメハメハ  ,-0.29675273486954323,3
13,8,14,ケイアイアギト,牡2,56.0,ルメール,加藤征,512(-4),美浦,2023102769,05339,エスポワールシチー  ,ターフデザイナー  ,Unbridled's Song  (米)  ,-0.3322499791783413,4
14,8,15,カンタベリービーム,牡2,56.0,丸田,石栗,434(0),美浦,2023101471,01117,エポカドーロ  ,ライジングネクスト  ,マイネルセレクト  ,-0.5970913672247146,8
