,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フジコンフィデンス,牝2,55.0,木幡巧,牧,486(0),美浦,2023101707,01162,ホッコータルマエ  ,オールエリザベス  ,パイロ  Pyro(米)  ,0.17743226973801324,1
1,1,2,サーロー,牝2,55.0,横山和,勢司,488(0),美浦,2023103873,01140,ヘンリーバローズ  ,フォルリベルター  ,エピファネイア  ,-0.7059680194028797,4
2,2,3,フェスティヴハート,牝2,55.0,柴田大,畠山,502(0),美浦,2023104526,01009,アジアエクスプレス  ,ホワイトショーコ  ,オルフェーヴル  ,-0.9026568615879983,9
3,2,4,プレデンシア,牝2,55.0,津村,中尾,492(0),栗東,2023100376,01092,ルヴァンスレーヴ  ,リベラメンテ  ,ダノンシャンティ  ,-0.7887924140303246,7
4,3,5,ハピナスター,牡2,56.0,松岡,伊藤伸,504(0),美浦,2023100252,01085,フォーウィールドライブ  Four Wheel Drive(米)  ,ケージーハッピー  ,ジェイドロバリー  Jade Robbery(米)  ,-0.7718541097818316,6
5,3,6,マッシブショット,牡2,56.0,丸田,武藤,480(0),美浦,2023101845,01117,ヴァンゴッホ  ,チャプレット  ,ゼンノロブロイ  ,-0.8767706522656097,8
6,4,7,アメジストテソーロ,牝2,55.0,大野,稲垣,410(0),美浦,2023106727,01096,オルフェーヴル  ,エリーテソーロ  ,カリフォルニアクローム  California Chrome(米)  ,-0.7183844098572005,5
7,4,8,アイクルムズ,牝2,55.0,木幡初,粕谷,430(0),美浦,2023100118,01153,ディーマジェスティ  ,グラナートロート  ,スクリーンヒーロー  ,-0.4440291948760234,3
8,5,9,マカイゾウ,牝2,55.0,内田博,竹内,474(0),美浦,2023104053,00422,フィレンツェファイア  ,ミラクルクロス  ,フジキセキ  ,-1.4071435401664423,11
9,5,10,クルビデンス,牡2,56.0,佐々木,菊川,446(0),美浦,2023104001,01197,アメリカンペイトリオット  ,シャインレジーナ  ,アグネスタキオン  ,-1.4793017279206107,13
10,6,11,ジャガーライズ,牡2,56.0,三浦,伊藤圭,474(0),美浦,2023102594,01122,パイロ  Pyro(米)  ,ハニーディスタフ  ,ゴールドアリュール  ,-1.526880238384063,15
11,6,12,カテドラルクォーツ,牡2,56.0,原,菊沢,466(0),美浦,2023103668,01184,ブリックスアンドモルタル  Bricks and Mortar(米)  ,レディトリス  ,エンパイアメーカー  Empire Maker(米)  ,-1.3678854390207764,10
12,7,13,ジャレッド,牡2,56.0,武豊,秋山,474(0),栗東,2023107538,00666,Yaupon  (米)  ,Buy Me a Rose  ,Violence  ,-1.4628309104043826,12
13,7,14,マインセーラ,牝2,52.0,▲水沼,的場,446(0),美浦,2023102305,01201,アポロケンタッキー  ,カンタベリーセーラ  ,スクリーンヒーロー  ,-1.5231690796149675,14
14,8,15,フランジパーヌ,牝2,53.0,△長浜,深山,506(0),美浦,2023100750,01214,ニシケンモノノフ  ,カルナアヴァンセ  ,キングヘイロー  ,-1.8585203907448613,16
15,8,16,サリーアン,牡2,56.0,石川,鈴木伸,456(0),美浦,2023100789,01150,ダノンプレミアム  ,サリーバランセ  ,ヘニーヒューズ  Henny Hughes(米)  ,0.10449123458121828,2
