,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フウセツ,牡3,56.0,大野,鈴木慎,492(+4),美浦,2022101626,01096,サンダースノー  Thunder Snow(愛)  ,アプト  ,アドマイヤムーン  ,-0.6011591495278827,5
1,2,2,マサノユニコーン,牡3,56.0,菅原明,小島,470(-4),美浦,2022107130,01179,ルヴァンスレーヴ  ,モエレカバーガール  ,フレンチデピュティ  French Deputy(米)  ,-0.4065565087065017,3
2,3,3,オセアエクスプレス,牡4,58.0,佐々木,菊川,488(+4),美浦,2021104145,01197,アジアエクスプレス  ,フロリール  ,クロフネ  ,-0.9963332810212271,7
3,4,4,バイファーザベスト,牡6,58.0,和田竜,清水久,530(-6),栗東,2019109106,01018,キタサンブラック  ,キープレイヤー  ,メイショウボーラー  ,-1.9646532385906375,12
4,4,5,アオカミ,セ6,58.0,原田和,松山,488(-6),美浦,2019101753,01143,ラブリーデイ  ,スイートピグレット  ,ブライアンズタイム  Brian's Time(米)  ,-3.0366850195061965,13
5,5,6,アルジェンタージョ,牝4,56.0,木幡巧,伊藤圭,480(+10),美浦,2021103706,01162,レッドファルクス  ,アイシークレット  ,ゴールドアリュール  ,-1.2063989442994694,9
6,5,7,メモリーグラス,牡5,58.0,北村宏,松永康,490(-2),美浦,2020107095,01043,イスラボニータ  ,ラベンダーメモリー  ,ナカヤマフェスタ  ,-0.9201503793834201,6
7,6,8,トルーマンテソーロ,牡6,58.0,石橋脩,菊川,532(+4),美浦,2019102082,01077,トーセンジョーダン  ,マキアージュシチー  ,ダイワメジャー  ,-0.5598759219566596,4
8,6,9,ワーズワース,牡7,58.0,ルメール,高橋一,492(-10),栗東,2018104030,05339,リオンディーズ  ,ラブディラン  ,Dylan Thomas  (愛)  ,-1.386133214947882,10
9,7,10,レヴィテーション,牝4,56.0,原,中川,448(+6),美浦,2021107259,01184,シニスターミニスター  Sinister Minister(米)  ,アンティグラビティ  ,エンパイアメーカー  Empire Maker(米)  ,-1.3913417622746718,11
10,7,11,ターニングアップ,牡7,58.0,内田博,南田,484(+4),美浦,2018101894,00422,カレンブラックヒル  ,トロピカルタイム  ,ブライアンズタイム  Brian's Time(米)  ,-1.0497869825341422,8
11,8,12,カルパ,牡4,58.0,川田,須貝,450(+4),栗東,2021105736,01088,モーリス  ,ブチコ  ,キングカメハメハ  ,-0.40395750998506896,2
12,8,13,トロピカルヒーロー,牡5,56.0,△長浜,根本,540(+4),美浦,2020104960,01214,ビッグアーサー  ,トロピカルガーデン  ,ハイアーゲーム  ,0.2895321209918543,1
