,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カロローザ,牝3,55.0,鮫島駿,松永幹,474(-6),栗東,2022105772,01157,ナダル  Nadal(米)  ,エスティタート  ,ドリームジャーニー  ,0.15519117464477905,3
1,2,2,クインズシャウラ,牝4,54.0,◇永島,野中,426(0),栗東,2021103837,01187,キンシャサノキセキ  ,ケイアイエーデル  ,トワイニング  Twining(米)  ,-1.801392870121851,11
2,2,3,デアデルマーレ,牝5,56.0,中井,坂口,484(+8),栗東,2020100138,01141,シルバーステート  ,アルセナーレ  ,クロフネ  ,-2.217797554853107,13
3,3,4,ゴールデンチップス,牝4,56.0,富田,須貝,500(-4),栗東,2021107351,01168,エピファネイア  ,クォリティシーズン  ,トワイニング  Twining(米)  ,-0.45372241419714954,6
4,3,5,ロッカバイベイビー,牝3,52.0,▲佐藤,伊藤圭,454(+4),美浦,2022103725,01207,ルヴァンスレーヴ  ,アイシークレット  ,ゴールドアリュール  ,-0.09655556052405953,4
5,4,6,メイショウバスク,牝3,52.0,▲古川奈,梅田,468(+2),栗東,2022103193,01190,メイショウボーラー  ,レッドミュール  ,ダイワメジャー  ,-0.6238794355471701,7
6,4,7,キャリーグレイス,牝3,55.0,菊沢,寺島,448(-8),栗東,2022100091,01161,カリフォルニアクローム  California Chrome(米)  ,ジーニアル  ,キングカメハメハ  ,-1.440275887155274,9
7,5,8,フォンメイリー,牝6,54.0,◇今村,粕谷,494(0),美浦,2019105287,01193,ドレフォン  Drefong(米)  ,チャイナドール  ,スペシャルウィーク  ,-3.1457633003522747,14
8,5,9,グレースルージュ,牝4,52.0,★河原田,吉村,454(+2),栗東,2021104140,01204,デクラレーションオブウォー  ,パールウェディング  ,Tapit  (米)  ,-3.3192053162310713,15
9,6,10,チェルシー,牝4,53.0,▲上里,中舘,440(+2),美浦,2021106724,01217,サトノアラジン  ,クエストフォーワンダー  Quest For Wonder(英)  ,マクフィ  Makfi(英)  ,0.2790947701211,2
10,6,11,ガールネクストドア,牝3,55.0,杉原,南田,456(+6),美浦,2022103326,01135,カリフォルニアクローム  California Chrome(米)  ,デイドリーマー  ,ネオユニヴァース  ,-1.6265009303652076,10
11,7,12,サクラサルーテ,牝4,55.0,☆松本,田島,460(+10),美浦,2021104068,01191,シャンハイボビー  Shanghai Bobby(米)  ,セダンフォーグッド  ,アグネスタキオン  ,0.6625990038676193,1
12,7,13,トゥインクルアップ,牝3,55.0,丹内,杉山佳,480(-6),栗東,2022100065,01091,ロジャーバローズ  ,ジョリーアップ  ,バトルプラン  Battle Plan(米)  ,-1.0666296410739324,8
13,8,14,ノーブルミステリー,牝5,53.0,▲舟山,菊川,462(0),美浦,2020106429,01221,ディーマジェスティ  ,マウンテンミステリー  Mountain Mystery(加)  ,Mt. Livermore  ,-0.1511620947074169,5
14,8,15,サンマルリアン,牝5,56.0,小林凌,土田,460(+12),美浦,2020101086,01177,キズナ  ,デイドリーム  ,アドマイヤムーン  ,-2.199348122224454,12
