,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サクセスアイ,牝5,56.0,池添,北出,450(+6),栗東,2020105354,01032,ミッキーアイル  ,サクセスアイニー  ,ジャングルポケット  ,1.5817449697260946,3
1,2,2,ヤマニンアストロン,牡4,58.0,高杉,石橋,494(+4),栗東,2021106594,01213,ディーマジェスティ  ,ヤマニンアタシャン  ,フレンチデピュティ  French Deputy(米)  ,0.37122119517576224,7
2,3,3,キタサンダムール,牝5,56.0,岩田望,清水久,500(+18),栗東,2020102310,01174,キタサンブラック  ,キタサンプリンセス  ,エンパイアメーカー  Empire Maker(米)  ,-0.5826458862355436,8
3,4,4,ケーブパール,牝4,56.0,小崎,友道,430(-2),栗東,2021105161,01152,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ハナレイムーン  ,ディープインパクト  ,3.7937633035270273,1
4,4,5,スリールミニョン,牝3,54.0,坂井,高橋康,458(+16),栗東,2022105755,01163,ミスターメロディ  ,ルミノハレブタイ  ,クロフネ  ,1.0730977348970214,4
5,5,6,シークレットキー,牡4,58.0,田口,井上,498(+6),栗東,2021105489,01208,ドレフォン  Drefong(米)  ,キープシークレット  ,ダイワメジャー  ,-2.1071828007153157,11
6,5,7,ウインスノーライト,牡5,58.0,長岡,宮,496(+6),栗東,2020105198,01142,エイシンヒカリ  ,エーシンマリポーサ  ,Pulpit  ,2.094721178099181,2
7,6,8,ジョディーズマロン,牡7,58.0,菱田,北出,470(0),栗東,2018101989,01144,ディスクリートキャット  Discreet Cat(米)  ,ジョディーズロマン  ,サムライハート  ,0.6943343725353139,5
8,6,9,レディマリオン,牝4,56.0,吉村,長谷川,450(-2),栗東,2021105752,01216,ハービンジャー  Harbinger(英)  ,プリンセスカメリア  ,サンデーサイレンス  Sunday Silence(米)  ,-2.6589800822485197,12
9,7,10,アバンチュリエ,セ6,58.0,柴田善,大竹,476(-10),美浦,2019105347,00641,モーリス  ,パンデイア  ,ディープインパクト  ,-0.8759144505592491,10
10,7,11,フライングブレード,牡5,58.0,浜中,飯田,486(+4),栗東,2020100906,01115,ビッグアーサー  ,ルプス  ,キングズベスト  King's Best(米)  ,-0.6506015845091431,9
11,8,12,ルミノメテオール,牝5,56.0,岩田康,金成,456(-2),美浦,2020104332,05203,エピファネイア  ,クイーンナイサー  ,フォーティナイナー  Forty Niner(米)  ,-4.768193518439505,13
12,8,13,スマートワイス,牡4,58.0,松山,大久保,490(-14),栗東,2021105618,01126,ロードカナロア  ,スマートレイアー  ,ディープインパクト  ,0.6681474932525008,6
