,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,リカントロポ,牡3,56.0,田口,梅田,478(+2),栗東,2022100080,01208,グレーターロンドン  ,ホワイトアルバム  ,クロフネ  ,-0.09564777237019369,5
1,2,2,ネブラディスク,牡3,56.0,岩田望,福永,448(+14),栗東,2022105140,01174,ドゥラメンテ  ,リリサイド  Liliside(仏)  ,American Post  ,-2.3289504614762624,9
2,3,3,メイショウヨゾラ,牝4,56.0,松山,高柳瑞,478(+2),美浦,2021101580,01126,グレーターロンドン  ,メイショウサリー  ,ヨハネスブルグ  Johannesburg(米)  ,0.04972276909531083,4
3,4,4,コスモアンソロジー,牡3,56.0,坂井,嘉藤,440(-6),美浦,2022106793,01163,ダノンバラード  ,パーフェクトノート  Perfect Note(英)  ,Shamardal  (米)  ,-2.9672834204153364,10
4,5,5,オデット,牝3,53.0,☆吉村,緒方,446(0),栗東,2022101925,01216,ラブリーデイ  ,ヤサカオディール  ,メイショウボーラー  ,-5.00915218044383,12
5,5,6,マイネルバーテクス,牡4,58.0,松若,水野,502(-14),美浦,2021106827,01154,エピファネイア  ,マイネレーツェル  ,ステイゴールド  ,1.3959332556594908,3
6,6,7,プリズマジコ,牡4,58.0,秋山稔,高橋忠,444(0),栗東,2021106077,01181,キズナ  ,グラントリノ  ,グランデラ  Grandera(愛)  ,1.984490560568652,2
7,6,8,アラタマフェーヴル,牡4,58.0,北村友,浜田,496(0),栗東,2021102115,01102,オルフェーヴル  ,アラタマクリスエス  ,シンボリクリスエス  ,2.056958817270566,1
8,7,9,キングスコール,牡3,56.0,藤岡佑,矢作,498(+6),栗東,2022104207,01093,ドゥラメンテ  ,レインオンザデューン  Rain On The Dune(英)  ,Frankel  ,-0.4340449680194944,6
9,7,10,リリーブライト,牡7,58.0,荻野琢,西田,480(+6),美浦,2018104841,01112,ハーツクライ  ,リリーアメリカ  Lily America(仏)  ,American Post  ,-2.9691602571853815,11
10,8,11,テンメジャーガール,牝6,56.0,西村淳,高柳大,512(0),栗東,2019104549,01171,ダイワメジャー  ,サンヴァンサン  ,クロフネ  ,-1.4411946181361694,7
11,8,12,レッドベルアーム,牡6,58.0,鮫島良,河嶋,534(+6),栗東,2019105544,01099,ハーツクライ  ,レッドファンタジア  ,Unbridled's Song  (米)  ,-1.7553148914688828,8
