,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウインアレース,牡3,57.0,黛,畠山,美浦,2022106210,01109,ウインブライト ,ウインアルテミス ,Arch (米) ,-1.8856298406373098,10
1,1,2,エルモサメロディア,牝3,55.0,角田和,松永幹,栗東,2022105536,01186,ロードカナロア ,モアニケアラ ,マンハッタンカフェ ,-0.5962304261995321,6
2,2,3,グラスダイヤモンド,牡3,57.0,的場,的場,美浦,2022105604,01108,サトノダイヤモンド ,ギンマクノヨウセイ ,グラスワンダー ,-5.503657821862272,15
3,2,4,メルヘンライズ,牝3,54.0,☆横山琉,辻,美浦,2022104441,01192,シルバーステート ,アドマイヤジョイ ,ルーラーシップ ,1.907528569830746,2
4,3,5,オビドス,牡3,54.0,▲石神道,高橋文,美浦,2022100073,01209,アニマルキングダム Animal Kingdom(米) ,エキスカベイター ,サクラバクシンオー ,-5.9755311792052135,16
5,3,6,ウインベラーノ,牡3,57.0,佐々木,宮,栗東,2022106231,01197,ウインブライト ,サマーソング ,ロージズインメイ Roses in May(米) ,0.006746327409731037,4
6,4,7,レッドシュテルン,牡3,57.0,中井,中内田,栗東,2022104693,01141,Saxon Warrior (安平町) ,エリーシエズワールド ,Champs Elysees ,2.70356354902644,1
7,4,8,マジョレル,牝3,52.0,▲遠藤,黒岩,美浦,2022103706,01218,サトノクラウン ,スーンシャイン ,ジャスタウェイ ,-0.383772250401267,5
8,5,9,ノブノリオウ,牡3,55.0,◇永島,久保田,美浦,2022101898,01187,サトノダイヤモンド ,ユラヒメ ,ロードカナロア ,-2.572855280002181,13
9,5,10,サミダレナイツ,牡3,57.0,丸山,谷,栗東,2022101605,01127,トーホウジャッカル ,トーホウビスカヤ ,ストリートセンス Street Sense(米) ,-0.6493778217991356,7
10,6,11,レッドエソール,牡3,57.0,泉谷,杉山晴,栗東,2022101387,01182,シスキン Siskin(米) ,アッフェルマーレ ,ハーツクライ ,-2.151348094067957,11
11,6,12,クロウソング,牝3,55.0,荻野極,千葉,美浦,2022104739,01160,ワールドエース ,ギエナー ,Redoute's Choice ,-1.3356909454383619,8
12,7,13,アクロスザリバー,牡3,54.0,▲石田,浅利,美浦,2022100481,01203,カリフォルニアクローム California Chrome(米) ,トクラットリバー ,ウォーエンブレム War Emblem(米) ,0.013078697484936175,3
13,7,14,マイネルアレス,牡3,57.0,丹内,相沢,美浦,2022106817,01091,スクリーンヒーロー ,リープフラウミルヒ ,ステイゴールド ,-2.8152744223750905,14
14,8,15,トラストユー,牝3,55.0,斎藤,斎藤誠,美浦,2022101496,01178,ノーブルミッション Noble Mission(英) ,フェリーチェレガロ ,マンハッタンカフェ ,-1.5055713038605345,9
15,8,16,チェンジオブハート,牡3,54.0,▲舟山,田中博,美浦,2022101631,01221,ハービンジャー Harbinger(英) ,ウーマンズハート ,ハーツクライ ,-2.3480942687988158,12
