,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハリウッドパーク,牝4,55.0,吉村,長谷川,--,栗東,2021104581,01216,カリフォルニアクローム  California Chrome(米)  ,プレシャスジェムズ  ,シンボリクリスエス  ,-3.6581888360184047,12
1,2,2,アルタビスタ,牝5,56.0,角田和,松永幹,492(+8),栗東,2020103579,01186,ロードカナロア  ,ブエナビスタ  ,スペシャルウィーク  ,-0.17665285499804442,7
2,3,3,ブリーズオンチーク,牝4,56.0,菱田,高野,482(+20),栗東,2021105958,01144,ニューイヤーズデイ  ,サオヒメ  ,サンデーサイレンス  Sunday Silence(米)  ,1.0000693355934498,2
3,4,4,ラヴオントップ,牝4,56.0,西村淳,西村,492(-4),栗東,2021104399,01171,ヘニーヒューズ  Henny Hughes(米)  ,サトノフラリッシュ  ,エンパイアメーカー  Empire Maker(米)  ,-0.9870622473731243,9
4,4,5,アンズアメ,牝3,54.0,鮫島駿,高柳大,476(+6),栗東,2022106689,01157,ドレフォン  Drefong(米)  ,ホウライマツリ  ,エンパイアメーカー  Empire Maker(米)  ,1.6405391279113215,1
5,5,6,クリノクリスタル,牝5,56.0,田口,大橋,472(-6),栗東,2020107081,01208,ブラックタイド  ,クリスタルキャノン  ,クロフネ  ,-1.8486362389509317,10
6,5,7,ジューンポンポン,牝6,56.0,岩田康,和田勇,504(+4),美浦,2019102552,05203,マクフィ  Makfi(英)  ,オールオールオール  ,アグネスタキオン  ,-4.130830929230609,13
7,6,8,ディクレアブルーム,牝5,53.0,▲田山,辻野,484(+6),栗東,2020106816,01220,デクラレーションオブウォー  ,タイキエイワン  ,フサイチコンコルド  ,-3.093386377227769,11
8,6,9,ミロワール,牝6,56.0,古川吉,河嶋,474(+2),栗東,2019100566,01015,ロードカナロア  ,オルトリンデ  ,ダンスインザダーク  ,-0.918532594018612,8
9,7,10,ヴェロクオーレ,牝4,56.0,高杉,石坂,476(+4),栗東,2021101397,01213,ドゥラメンテ  ,サトノジョリー  ,Bernardini  (米)  ,0.023863890319178595,6
10,7,11,ブライトルピナス,牝4,56.0,松若,東田,472(-4),栗東,2021103598,01154,サンダースノー  Thunder Snow(愛)  ,テンシンランマン  ,ハーツクライ  ,0.4372079222972036,5
11,8,12,フレッシュラン,牝3,54.0,吉田豊,尾形,466(-6),美浦,2022102995,00733,ホッコータルマエ  ,フレッシュスマイル  ,サウスヴィグラス  ,0.6412610540104606,4
12,8,13,ワイノナオミ,牝4,56.0,藤岡佑,畑端,474(0),栗東,2021105973,01093,ドレフォン  Drefong(米)  ,ボクノナオミ  ,ゴールドアリュール  ,0.7982932415150183,3
