,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グランセゾン,牝3,53.0,松山,栗田,466(+4),美浦,2022106645,01126,オルフェーヴル  ,ディルガ  ,Curlin  (米)  ,-0.34762824618062343,6
1,2,2,レーヴドロペラ,牝3,53.0,吉田隼,加藤士,462(+12),美浦,2022106709,01095,モーリス  ,レーヴルシード  ,ディープインパクト  ,-2.1396590774949122,11
2,2,3,テイキットイージー,牡4,58.0,丸山,萱野,438(-4),美浦,2021101088,01127,ゴールドシップ  ,コスモマイルール  ,ルールオブロー  Rule of Law(米)  ,-0.5044628225529594,7
3,3,4,ラブカ,牡4,58.0,小沢,今野,454(+2),栗東,2021101003,01185,リアルスティール  ,ミヤジマミー  ,ヴィクトワールピサ  ,-2.632734520778179,12
4,3,5,ドマーネ,牝3,53.0,国分恭,辻野,434(-4),栗東,2022103271,01124,ゴールドシップ  ,ランドネ  ,Blame  ,0.25069753253069466,4
5,4,6,イゾレエオリア,牝5,56.0,荻野極,伊藤大,466(-10),美浦,2020102785,01160,ハービンジャー  Harbinger(英)  ,エオリアンハープ  ,キングカメハメハ  ,0.43607121363550416,2
6,4,7,ハルノドゥミプリエ,牝4,56.0,亀田,勢司,456(-12),美浦,2021103198,01176,ハービンジャー  Harbinger(英)  ,パッショナルダンス  ,サンデーサイレンス  Sunday Silence(米)  ,-0.7241134267589621,8
7,5,8,ジェットブレード,牡3,55.0,菊沢,青木,484(+10),美浦,2022103522,01161,ビーチパトロール  Beach Patrol(米)  ,ジュリーハーツ  ,ハーツクライ  ,0.014890569979857885,5
8,5,9,コスモイシュタル,牝3,53.0,丹内,深山,430(-4),美浦,2022106825,01091,ゴールドシップ  ,コスモマクスウェル  ,アドマイヤマックス  ,-0.8871339050079534,9
9,6,10,ペリプルス,牡5,58.0,国分優,佐藤吉,448(+2),美浦,2020105796,01125,ゴールドシップ  ,マイネリベルタス  ,コンデュイット  Conduit(愛)  ,-1.8454686668096452,10
10,6,11,ハナアヤメ,牝4,56.0,太宰,昆,506(-12),栗東,2021104394,01037,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ヴィヴァシャスヴィヴィアン  Vivacious Vivian(米)  ,Distorted Humor  (米)  ,0.3718870671664271,3
11,7,12,スイートオレンジ,牝3,53.0,横山琉,中川,458(0),美浦,2022103494,01192,ゴールドシップ  ,ヴィーナスベルト  ,コンデュイット  Conduit(愛)  ,0.9614616776467736,1
12,7,13,デルタフォー,牡3,55.0,斎藤,藤岡,536(+10),栗東,2022101651,01178,アメリカンペイトリオット  ,スタリア  ,アルカセット  Alkaased(米)  ,-3.0330068439533755,13
13,8,14,ビップチェイス,牡4,58.0,江田照,田島,466(0),美浦,2021105763,00689,アルアイン  ,ベッラレイア  ,ナリタトップロード  ,-5.335912032822678,15
14,8,15,トラストモアリズム,牝3,53.0,今村,高橋文,412(-8),美浦,2022101620,01193,サンダースノー  Thunder Snow(愛)  ,アイスコールド  ,タニノギムレット  ,-3.6342230909051634,14
