,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワンパット,牡4,58.0,団野,高橋亮,500(+14),栗東,2021102903,01180,シニスターミニスター  Sinister Minister(米)  ,ヒラボクビジン  ,ブライアンズタイム  Brian's Time(米)  ,-1.7479998450920624,10
1,1,2,アームブランシュ,牡5,58.0,木幡巧,竹内,466(+6),美浦,2020102925,01162,キズナ  ,ソウルフルヴォイス  ,キングカメハメハ  ,-4.003147231073857,16
2,2,3,アスクデビューモア,牡4,58.0,戸崎圭,福永,462(-4),栗東,2021104824,05386,マインドユアビスケッツ  Mind Your Biscuits(米)  ,アスクデピュティ  ,フレンチデピュティ  French Deputy(米)  ,1.0382287852146967,1
3,2,4,ビップスコーピオン,牡5,58.0,松岡,田島,460(+2),美浦,2020103199,01085,サトノクラウン  ,アソルータ  ,ゼンノロブロイ  ,0.4959563484256853,3
4,3,5,ジャスパーグレイト,牡6,58.0,横山典,森秀,490(+4),栗東,2019110088,00660,Arrogate  (米)  ,Shop Again  ,Wild Again  ,-0.7182367651816481,8
5,3,6,ノットイナフ,牡4,58.0,石橋脩,浜田,482(+8),栗東,2021106625,01077,マジェスティックウォリアー  Majestic Warrior(米)  ,クライミングローズ  ,マンハッタンカフェ  ,-0.41130745125067397,6
6,4,7,ホウオウバリスタ,牡6,58.0,横山武,稲垣,524(-2),美浦,2019106030,01170,ジョーカプチーノ  ,バアゼルローズ  ,サンダーガルチ  Thunder Gulch(米)  ,0.7252638040479528,2
7,4,8,セブンスレター,セ6,58.0,柴田大,佐藤吉,498(+16),美浦,2019100876,01009,コパノリッキー  ,ブライアンズレター  ,ナリタブライアン  ,-2.8504529096993845,15
8,5,9,レッドプロフェシー,牡5,58.0,原,大久保,484(0),栗東,2020101579,01184,ルーラーシップ  ,トリニティプレイス  ,マンハッタンカフェ  ,-2.264466994944711,12
9,5,10,コスモジンバック,牡4,58.0,石川,相沢,496(+2),美浦,2021106797,01150,Good Magic  ,ディスポーザブルプレジャー  Disposablepleasure(米)  ,Giacomo  ,-2.661368293516707,13
10,6,11,ニューバラード,牡4,58.0,矢野貴,尾関,518(+2),美浦,2021105692,05380,ニューイヤーズデイ  ,バラダガール  ,ハーツクライ  ,-1.9150502386983779,11
11,6,12,ヤマニンエンディマ,牡5,58.0,大野,辻,514(+2),美浦,2020105603,01096,サトノダイヤモンド  ,ヤマニンリップル  ,スペシャルウィーク  ,-2.8117319869114663,14
12,7,13,グロバーテソーロ,牡4,58.0,菅原明,高木,512(+6),美浦,2021101147,01179,オルフェーヴル  ,ツクシヒメ  ,カコイーシーズ  Cacoethes(米)  ,-0.27523223856012896,5
13,7,14,ピカピカサンダー,牡3,56.0,三浦,鹿戸,494(-4),美浦,2022105979,01122,アジアエクスプレス  ,メジロカトリーヌ  ,メジロライアン  ,-0.1315639724481712,4
14,8,15,リューデスハイム,牡4,58.0,北村友,牧田,518(0),栗東,2021105508,01102,ニューイヤーズデイ  ,グリューヴァイン  ,ゴールドアリュール  ,-0.6807988562833657,7
15,8,16,オンザライン,セ7,58.0,小崎,大和田,462(+6),美浦,2018104646,01152,スクリーンヒーロー  ,ステラスターライト  ,ディープインパクト  ,-1.6176749671288833,9
