,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ゴールデンバランス,牡2,56.0,松若,杉山晴,510(-10),栗東,2023105367,01154,レイデオロ  ,ゴールデンフレアー  ,Medaglia d'Oro  ,-1.967464079139315,9
1,2,2,シルバーレシオ,牡2,56.0,岩田望,野中,510(-4),栗東,2023107043,01174,ルヴァンスレーヴ  ,シルバーポジー  ,クロフネ  ,-1.045979799304183,6
2,3,3,サマーマッドネス,牡2,56.0,岩田康,森秀,518(-2),栗東,2023110086,05203,Good Magic  ,Nefferkitty  ,Kitten's Joy  (米)  ,-3.1863859303523756,10
3,4,4,テイエムパイロダン,牡2,56.0,酒井,宮地,450(+8),栗東,2023102610,01034,パイロ  Pyro(米)  ,プリモダヴィンチ  ,ゴールドアリュール  ,-1.760886509748457,8
4,5,5,ブームバップビート,牡2,56.0,西村淳,中内田,544(-4),栗東,2023110070,01171,Into Mischief  ,Point of Honor  ,Curlin  (米)  ,-1.45498871512481,7
5,6,6,ライトフライヤー,牡2,56.0,菱田,吉岡,486(+2),栗東,2023102088,01144,コントレイル  ,ドリームオブジェニー  Dream of Genie(仏)  ,Pivotal  ,-0.8505389579923529,4
6,7,7,タガノニューデリー,牡2,53.0,▲森田,斉藤崇,468(+8),栗東,2023104319,01222,アニマルキングダム  Animal Kingdom(米)  ,タガノグラシアス  ,キングズベスト  King's Best(米)  ,-0.4729800857038916,2
7,7,8,カセノコンコルド,牡2,56.0,和田竜,中尾,452(+6),栗東,2023100541,01018,リアルスティール  ,フィエラメンテ  ,タニノギムレット  ,0.0331789539103933,1
8,8,9,カフジクロミエ,牝2,52.0,▲田山,中竹,478(0),栗東,2023110034,01220,Omaha Beach  (米)  ,Song of Solomon  ,Unbridled's Song  (米)  ,-0.856486201645341,5
9,8,10,ファイブタンゴ,牡2,55.0,☆吉村,秋山,502(+6),栗東,2023107298,01216,リオンディーズ  ,ラティーンセイル  ,ヴァーミリアン  ,-0.7014818381478689,3
