,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コブラツイスト,牡2,54.0,◇永島,石栗,444(0),美浦,2023105538,01187,ハッピースプリント  ,カゼニモマケズ  ,パイロ  Pyro(米)  ,-2.800292858376194,11
1,2,2,ローズライズ,牝2,55.0,丹内,伊藤圭,448(0),美浦,2023102570,01091,マジェスティックウォリアー  Majestic Warrior(米)  ,カレイドスコープ  ,エスポワールシチー  ,-1.1386411472536035,1
2,2,3,スピットブレイク,牡2,53.0,▲石田,新開,484(0),美浦,2023100215,01203,モズアスコット  ,バーミスキャット  Burmese Cat(米)  ,Storm Cat  (米)  ,-1.5940850846527932,4
3,3,4,アルサック,牝2,55.0,松山,西園正,478(0),栗東,2023105125,01126,シルバーステート  ,スマートレイチェル  ,キングカメハメハ  ,-2.262576565762254,8
4,3,5,サドルトウショウ,牝2,55.0,岩部,萱野,478(0),美浦,2023102971,00726,ジャスタウェイ  ,ブリーズトウショウ  ,シンボリクリスエス  ,-2.2056022262813206,7
5,4,6,ジェイエルキャリア,牡2,56.0,丸山,小西,466(0),美浦,2023106312,01127,ミスチヴィアスアレックス  Mischevious Alex(米)  ,ジェイエルシップ  ,ハービンジャー  Harbinger(英)  ,-1.5844294625545,3
6,4,7,サンライズロイ,牡2,56.0,国分恭,牧浦,464(0),栗東,2023106556,01124,フォーウィールドライブ  Four Wheel Drive(米)  ,サンデーローズ  ,ブライアンズタイム  Brian's Time(米)  ,-1.305029705171619,2
7,5,8,ジョリュウジャンシ,牝2,55.0,嶋田,南田,406(0),美浦,2023101251,01134,セイウンコウセイ  ,アートシュアリー  ,ハービンジャー  Harbinger(英)  ,-2.462130368225695,9
8,5,9,ナムラオットー,牡2,56.0,富田,荒川,468(0),栗東,2023106232,01168,アニマルキングダム  Animal Kingdom(米)  ,ナムラユメ  ,ゼンノロブロイ  ,-3.1432023726371225,13
9,6,10,マメーアップル,牝2,55.0,杉原,岩戸,434(0),美浦,2023100924,01135,マテラスカイ  ,サトノレーヌ  ,キングカメハメハ  ,-2.8043691629132885,12
10,6,11,シンシア,牝2,55.0,菊沢,蛯名正,452(0),美浦,2023102227,01161,クリソベリル  ,ダンスウィズミー  ,ディープインパクト  ,-3.2603835573615845,14
11,7,12,ジャックナダル,牡2,56.0,荻野極,伊坂,522(0),美浦,2023100803,01160,ナダル  Nadal(米)  ,ブロッサムレーン  Blossom Lane(英)  ,New Approach  ,-1.6842749703889606,6
12,7,13,ニシノゲッパク,牝2,53.0,◇今村,伊藤伸,472(0),美浦,2023106259,01193,セイウンコウセイ  ,ニシノビアンカ  ,クロフネ  ,-2.7949613142941465,10
13,8,14,フクシマグランツ,牝2,55.0,木幡育,松永康,384(0),美浦,2023101965,01167,タワーオブロンドン  ,ゴルディロックス  ,オルフェーヴル  ,-1.6253060034485078,5
14,8,15,カワキタベレッタ,牝2,55.0,小沢,角田,434(0),栗東,2023104048,01185,マインドユアビスケッツ  Mind Your Biscuits(米)  ,カワキタロック  ,ゴールドアリュール  ,-3.321499198725299,15
