,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,デリシュー,牡4,58.0,松岡,新開,美浦,2021103037,01085,ワールドエース  ,ジョリーザスターズ  ,Sea The Stars  Sea the Stars(愛)  ,-2.722905078313475,12
1,2,2,ダノンミッション,牡3,55.0,浜中,堀,美浦,2022105478,01115,ロードカナロア  ,フローレスダンサー  ,ハービンジャー  Harbinger(英)  ,0.14966168453918943,4
2,3,3,ユナホークパワー,牝3,50.0,▲橋木,小西,美浦,2022105927,01215,イスラボニータ  ,ラブリーアモン  ,ソングオブウインド  ,0.8052146643276007,2
3,4,4,ゴールドブレス,セ4,58.0,斎藤,西園翔,栗東,2021100081,01178,ゴールドシップ  ,ブーケドロゼブルー  ,ロージズインメイ  Roses in May(米)  ,1.4672967910730996,1
4,4,5,マイネルフーガ,牡3,55.0,横山武,鈴木慎,美浦,2022106813,01170,ダノンバラード  ,マイネノンノ  ,タイキシャトル  ,-0.4750484804307398,7
5,5,6,ロードアフェット,牡4,55.0,▲小林美,高柳瑞,美浦,2021100151,01206,キズナ  ,ティアーモ  ,キングカメハメハ  ,-0.9938439995039712,9
6,5,7,マイネルモメンタム,牡4,58.0,丹内,相沢,美浦,2021106811,01091,ゴールドシップ  ,マイネアルデュール  ,アドマイヤコジーン  ,-0.8597520598701895,8
7,6,8,セイウンビッグバン,牡3,55.0,池添,萱野,美浦,2022100737,01032,アドマイヤマーズ  ,セイウンメテオ  ,Acclamation  ,-0.1410679024064913,6
8,6,9,シュネルカガ,牡3,55.0,桑村真,地方桧森邦, ,2022104509,05411,シゲルカガ  ,シゲルスタールビー  ,ノヴェリスト  Novellist(愛)  ,-3.5191327496026035,13
9,7,10,モアリジット,牡4,55.0,▲森田,西村,栗東,2021104832,01222,ロードカナロア  ,インフレキシビリティ  Inflexibility(加)  ,Scat Daddy  (米)  ,-1.7504881691538285,10
10,7,11,シャインシュシュ,牝3,50.0,▲和田陽,小野,美浦,2022101153,01223,ゴールデンマンデラ  ,シャインセレブ  ,クロフネ  ,-0.053279362778675884,5
11,8,12,ジーティースピカ,牝4,54.0,△鷲頭,加藤和,美浦,2021104589,01202,シャンハイボビー  Shanghai Bobby(米)  ,ロイヤルメジャー  ,ダイワメジャー  ,0.7528723675759394,3
12,8,13,マーゴットコマチ,牝3,50.0,▲古川奈,伊坂,美浦,2022104664,01190,レイデオロ  ,ヴァイスハイト  ,アドマイヤベガ  ,-1.930826480153246,11
