,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,マイネルラカイユ,牡3,57.0,嶋田,天間,美浦,2022104538,1134,ジャスタウェイ ,コスモレティクルム ,ダノンシャンティ ,0.2931722165073346,5,-0.13510958451028968,5,,
1,1,2,エッグハント,牡3,57.0,酒井,小林,栗東,2022101654,1034,アメリカンペイトリオット ,スプリングタイム ,ストリートセンス Street Sense(米) ,0.22589069602827463,6,-0.15837891988370703,6,,
2,2,3,トーラスキング,牡3,57.0,国分優,庄野,栗東,2022101475,1125,スワーヴリチャード ,ピシーズクイーン ,アグネスデジタル ,-1.512698226423584,16,-0.7596704546912723,16,,
3,2,4,コウジョリョウゾク,牡3,57.0,荻野琢,牧田,栗東,2022103135,1112,ルヴァンスレーヴ ,メイショウキズナ ,チチカステナンゴ Chichicastenango(仏) ,1.116609846973923,3,0.14967658331097092,3,,
4,3,5,メイショウスゴウデ,牡3,57.0,高倉,渡辺,栗東,2022102548,1130,ダノンレジェンド ,プラッキーエリーナ ,マヤノトップガン ,1.309898615197157,2,0.2165255656121511,2,,
5,3,6,エメラルドラグーン,牡3,57.0,水口,伊藤伸,美浦,2022106423,1133,ブラックタイド ,ラウブレック Rau Breck(米) ,Mr. Greeley ,-1.1165866197284484,14,-0.6226751288445416,14,,
6,4,7,メイショウカスガイ,牡3,57.0,角田和,角田,栗東,2022102839,1186,マジェスティックウォリアー Majestic Warrior(米) ,サーリセルカ ,ウォーエンブレム War Emblem(米) ,-0.5464831660496283,13,-0.42550466707822754,13,,
7,4,8,ソラムパレード,牡3,57.0,岩田康,久保田,美浦,2022102344,5203,サトノアラジン ,エバーグレーズ ,シンボリクリスエス ,2.4599877007656583,1,0.6142842436391946,1,,
8,5,9,ブトラゲーニョ,牡3,57.0,菅原隆,小手川,美浦,2022100921,1129,シュヴァルグラン ,メディナ ,ロードカナロア ,-0.3030417333217201,11,-0.34131036971995143,11,,
9,5,10,テスティモーネ,牡3,57.0,幸,大根田,栗東,2022103686,732,ドレフォン Drefong(米) ,ワイズアンサー ,サウスヴィグラス ,-0.08566256010759223,8,-0.2661297131488799,8,,
10,6,11,グレートジーンズ,牡3,56.0,☆泉谷,音無,栗東,2022102947,1182,マクフィ Makfi(英) ,アドマイヤカンナ ,ブライアンズタイム Brian's Time(米) ,-0.1738085845288778,10,-0.29661504388290655,10,,
11,6,12,ミラクルブルー,牡3,56.0,☆高杉,小林,栗東,2022103587,1213,ホッコータルマエ ,レジェンドブルー ,ステイゴールド ,0.15236260802532797,7,-0.18380863263282973,7,,
12,7,13,ポセイドンバローズ,牡3,57.0,西村淳,石坂,栗東,2022102752,1171,サートゥルナーリア ,レッドセイリング ,ゼンノロブロイ ,-0.5380199361327033,12,-0.42257765630503075,12,,
13,7,14,ロードプライズ,牡3,55.0,△吉村,清水久,栗東,2022100652,1216,ロードカナロア ,プレミアムギフト ,オルフェーヴル ,-0.10870944690497002,9,-0.27410048631784056,9,,
14,8,15,コパノハワード,牡3,57.0,Ｍデムーロ,梅田,栗東,2022104086,5212,コパノリッキー ,エバーアンドエバー ,ハーツクライ ,0.7101021529202957,4,0.009085767326775613,4,,
15,8,16,ウエスタンレーヴ,牡3,57.0,坂井,矢作,栗東,2022104660,1163,ロードカナロア ,ウエスタンマンデラ ,ネオユニヴァース ,-1.209941840992911,15,-0.6549620619726129,15,,
