,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,レッドプロフェシー,牡5,58.0,Ｍデムーロ,大久保,栗東,2020101579,5212,ルーラーシップ ,トリニティプレイス ,マンハッタンカフェ ,0.3625139911185417,5,-0.11374031693373253,5,,
1,2,2,フジマサインパクト,牡7,58.0,幸,菊川,美浦,2018104778,732,ディープインパクト ,ベイトゥベイ Bay to Bay(米) ,Sligo Bay ,-0.08240420279871519,12,-0.2310036751163736,12,,
2,3,3,サイモンザナドゥ,牡5,58.0,浜中,小林,栗東,2020104497,1115,アジアエクスプレス ,トゥルーロマンス ,アグネスデジタル ,0.37552523901871876,4,-0.11031105141080957,4,,
3,3,4,テーオーパスワード,牡4,57.0,坂井,高柳大,栗東,2021102236,1163,コパノリッキー ,テーオーレイチェル ,キングカメハメハ ,1.956424776955463,2,0.306353385562798,2,,
4,4,5,ニホンピロハーバー,牡7,58.0,高倉,安達,栗東,2018103828,1130,ニホンピロアワーズ ,ニホンピロタルト ,オペラハウス Opera House(英) ,0.024182256392677216,10,-0.202911575686733,10,,
5,4,6,マオノアラシ,牡5,58.0,角田和,加藤士,美浦,2020100850,1186,ゴールドアクター ,マオノココロ ,ヴァーミリアン ,0.337947421051985,6,-0.12021512184038315,6,,
6,5,7,カネトシブルーム,牡6,58.0,岩田康,大橋,栗東,2019106475,5203,シニスターミニスター Sinister Minister(米) ,アサケゴマ ,クロフネ ,0.9465884098503734,3,0.04019928073937613,3,,
7,5,8,バリアントバイオ,牡5,58.0,菱田,今野,栗東,2020101941,1144,トーセンジョーダン ,エスカレートバイオ ,アルデバランII Aldebaran(米) ,0.10084664502051674,9,-0.18270578552929242,9,,
8,6,9,ハギノサステナブル,牡5,58.0,西村淳,高野,栗東,2020105639,1171,サトノダイヤモンド ,ハギノエスカーダ ,タートルボウル Turtle Bowl(愛) ,2.292822514465232,1,0.3950149168841587,1,,
9,6,10,ネッケツシャチョウ,牡5,58.0,荻野琢,藤沢,栗東,2020105954,1112,リオンディーズ ,レッドティムール ,シンボリクリスエス ,0.1688189840098307,8,-0.16479088602105124,8,,
10,7,11,メイショウミカワ,牡7,58.0,吉村,千田,栗東,2018106458,1216,ミッキーアイル ,メイショウボナール ,ホワイトマズル White Muzzle(英) ,-0.025114629548235068,11,-0.21590434260975314,11,,
11,7,12,メイショウコガシラ,牡5,58.0,団野,本田,栗東,2020100979,1180,メイショウボーラー ,マイラッキー ,Elusive Quality ,0.262611487985686,7,-0.14007078210322196,7,,
12,8,13,メイショウコバト,牝5,56.0,横山典,和田勇,美浦,2020106908,660,ダノンレジェンド ,メイショウサワヤカ ,メイショウサムソン ,-0.19791613280119333,13,-0.2614481860566653,13,,
13,8,14,ナリタフォルテ,牡7,58.0,田中健,木原,栗東,2018100474,1114,ベルシャザール ,オースミリンド ,Woodman ,-1.2198687690064092,14,-0.530795674344171,14,,
