,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ディクレアブルーム,牝5,54.0,△吉村,辻野,栗東,2020106816,1216,デクラレーションオブウォー ,タイキエイワン ,フサイチコンコルド ,0.4368805875591068,6,-0.048239982724478284,6,,
1,1,2,アンジュフィールド,牝5,55.0,☆高杉,矢作,栗東,2020101582,1213,Justify (米) ,ノットナウキャロライン Not Now Carolyn(米) ,Tapit (米) ,0.10513108738627822,8,-0.15350380424868304,8,,
2,2,3,カフェニクス,牝4,55.0,浜中,中舘,美浦,2021103288,1115,サンダースノー Thunder Snow(愛) ,ルミエールカフェ ,マンハッタンカフェ ,-1.3705052755011384,13,-0.6217219105508364,13,,
3,2,4,ミロワール,牝6,56.0,鮫島良,河嶋,栗東,2019100566,1099,ロードカナロア ,オルトリンデ ,ダンスインザダーク ,0.8318384474810754,4,0.07707979516440819,4,,
4,3,5,ルージュシェノン,牝6,56.0,西村淳,石坂,栗東,2019105541,1171,アジアエクスプレス ,レッドクラウディア ,アグネスタキオン ,-0.0974626383958183,9,-0.2177866133608004,9,,
5,3,6,フリートオブフット,牝6,56.0,岩田康,奥村武,美浦,2019105238,5203,キンシャサノキセキ ,シーイズトウショウ ,サクラバクシンオー ,-2.093439192899519,15,-0.8511081999504371,15,,
6,4,7,ベルブリエ,牝4,55.0,角田和,尾関,美浦,2021106639,1186,キズナ ,ナギット ,Smart Strike (加) ,2.821158921445896,1,0.7082894133154174,1,,
7,4,8,リジル,牝4,55.0,団野,奥村豊,栗東,2021101457,1180,ダノンレジェンド ,ロイヤルスピリッツ ,ハーツクライ ,0.6732455478762415,5,0.026758409087526656,5,,
8,5,9,ブリーズオンチーク,牝4,55.0,坂井,高野,栗東,2021105958,1163,ニューイヤーズデイ ,サオヒメ ,サンデーサイレンス Sunday Silence(米) ,1.9166277113532493,2,0.42128246435946615,2,,
9,5,10,コパノエビータ,牝4,55.0,菱田,手塚,美浦,2021102219,1144,ダノンレジェンド ,コパノビジン ,ゴールドアリュール ,-0.691974627257183,11,-0.40642473898540765,11,,
10,6,11,タガノミスト,牝4,55.0,幸,渡辺,栗東,2021106554,732,マジェスティックウォリアー Majestic Warrior(米) ,ミトス ,エンパイアメーカー Empire Maker(米) ,-1.155679526558755,12,-0.5535578913625814,12,,
11,6,12,プウスカンドゥール,牝5,56.0,Ａルメート,坂口,栗東,2020104791,5659,シャンハイボビー Shanghai Bobby(米) ,トレノトマト ,デヒア Dehere(米) ,1.0824330590646098,3,0.15659324267499794,3,,
12,7,13,アルジェンタージョ,牝4,55.0,Ｍデムーロ,伊藤圭,美浦,2021103706,5212,レッドファルクス ,アイシークレット ,ゴールドアリュール ,-1.4981588665513912,14,-0.6622262815242284,14,,
13,7,14,ラーンザロープス,牝4,55.0,横山典,武幸,栗東,2021105011,660,キズナ ,キャンディネバダ Candy Nevada(亜) ,Pure Prize ,-0.1911313731878632,10,-0.24750761965142404,10,,
14,8,15,ビターゼノビア,牝5,56.0,嶋田,手塚,美浦,2020104207,1134,ヘニーヒューズ Henny Hughes(米) ,ビタースウィート ,Afleet Alex ,-2.19711620195461,16,-0.8840048227687172,16,,
15,8,16,ブループリマドンナ,牝4,55.0,酒井,小林,栗東,2021100703,1034,ホッコータルマエ ,アクアブルーバレー ,ワイルドラッシュ Wild Rush(米) ,0.2248954681249531,7,-0.11550267269470904,7,,
