,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1400,全,all,5.18,8.27,157,9,15,19,18,17,22,28,29,7,6,15,9,12,13,14,10,11,10,7,12,6,7,7,8,1,2
1,芝,1400,良,all,5.1,8.07,126,8,13,15,14,14,18,22,22,6,6,11,8,11,11,10,8,9,7,6,11,4,4,5,7,1,1
2,芝,1400,稍重,all,6.21,10.89,19,0,0,2,3,1,2,5,6,0,0,1,1,1,0,2,1,1,2,0,1,2,3,2,1,0,1
3,芝,1400,重,all,4.33,5.56,9,1,1,2,1,1,1,1,1,1,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
4,芝,1400,不良,all,4.33,8.0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,芝,1400,全,未勝利,5.28,9.65,40,3,2,4,6,4,6,8,7,3,0,2,1,2,3,5,3,1,1,1,4,2,4,4,3,0,1
6,芝,1400,良,未勝利,4.89,8.78,27,2,2,4,5,2,4,4,4,2,0,2,1,2,2,4,2,1,0,1,3,1,2,2,2,0,0
7,芝,1400,稍重,未勝利,6.7,13.5,10,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,1,0,1
8,芝,1400,重,未勝利,4.0,4.67,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,芝,1400,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1400,全,新馬,4.92,7.96,24,1,3,4,3,2,3,5,3,0,1,2,3,2,2,2,0,4,2,2,1,1,0,0,2,0,0
11,芝,1400,良,新馬,4.71,8.14,21,1,3,4,2,2,3,4,2,0,1,2,2,2,2,1,0,3,2,2,1,1,0,0,2,0,0
12,芝,1400,稍重,新馬,6.33,6.67,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13,芝,1400,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1400,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1400,全,1勝クラス,4.93,7.4,30,3,4,3,2,3,6,3,6,2,1,5,2,1,4,1,2,1,2,2,3,2,1,0,1,0,0
16,芝,1400,良,1勝クラス,5.1,7.24,21,3,2,1,1,2,5,3,4,2,1,2,2,1,3,0,2,1,1,1,3,1,0,0,1,0,0
17,芝,1400,稍重,1勝クラス,6.33,10.0,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,芝,1400,重,1勝クラス,3.0,5.33,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,芝,1400,不良,1勝クラス,4.33,8.0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,芝,1400,全,2勝クラス,5.47,6.97,30,1,1,4,4,5,3,6,6,1,1,4,2,4,3,2,3,3,2,1,3,0,0,0,1,0,0
21,芝,1400,良,2勝クラス,5.41,7.0,27,1,1,3,4,5,3,5,5,1,1,3,2,4,3,2,2,2,2,1,3,0,0,0,1,0,0
22,芝,1400,稍重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1400,重,2勝クラス,6.0,6.67,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,芝,1400,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
