,式別,馬番,配当,人気
0,単勝,7,150,1
1,複勝,7,110,1
2,複勝,9,150,3
3,複勝,8,140,2
4,枠連,6-7,370,1
5,馬連,7-9,420,1
6,ワイド,7-9,200,1
7,ワイド,7-8,210,2
8,ワイド,8-9,370,5
9,馬単,7→9,530,1
10,3連複,7-8-9,740,2
11,3連単,7→9→8,2080,3
